factory_type,name,coordinates,address,local_government,annual_throughput,remarks,industrial_waste
incineration_facility,匝瑳市ほか二町環境衛生組合松山清掃工場,"[140.564224, 35.707909]",千葉県匝瑳市,匝瑳市ほか二町環境衛生組合(千葉県),0,廃止,無し
incineration_facility,伊地山クリーンセンター,"[140.487717, 35.828018]",千葉県香取市伊地山,香取広域市町村圏事務組合(千葉県),21764,,無し
incineration_facility,印西クリーンセンター,"[140.145798, 35.832336]",千葉県印西市,印西地区環境整備事業組合(千葉県),46667,,無し
incineration_facility,八王子市戸吹清掃工場,"[139.2892, 35.707138]",東京都八王子市戸吹町,八王子市(東京都),66877,,無し
incineration_facility,八王子市北野清掃工場,"[139.355286, 35.626408]",東京都八王子市北野台,八王子市(東京都),19750,,無し
incineration_facility,立川市清掃工場,"[139.407776, 35.71389]",東京都立川市,立川市(東京都),28704,,無し
incineration_facility,立川市クリーンセンタ－（建設中）,"[139.407776, 35.71389]",東京都立川市,立川市(東京都),0,新設（建設中）,無し
incineration_facility,昭島市清掃センター,"[139.353607, 35.705673]",東京都昭島市,昭島市(東京都),22665,,無し
incineration_facility,町田市バイオエネルギーセンター,"[139.438644, 35.546604]",東京都町田市,町田市(東京都),18389,新設（建設中）, 新設（新規稼働）
incineration_facility,日野市クリーンセンターごみ焼却施設,"[139.395004, 35.671391]",東京都日野市,日野市(東京都),0,休止,無し
incineration_facility,東村山市秋水園,"[139.493683, 35.773056]",東京都東村山市秋津町,東村山市(東京都),23518,,有り
incineration_facility,国分寺市清掃センター,"[139.463272, 35.71035]",東京都国分寺市,国分寺市(東京都),0,休止,無し
incineration_facility,利島村清掃センター,"[139.282074, 34.52943]",東京都利島村,利島村(東京都),64,,無し
incineration_facility,新島村清掃センター,"[139.256958, 34.377151]",東京都新島村,新島村(東京都),1284,,無し
incineration_facility,神津島村清掃センター,"[139.134521, 34.20549]",東京都神津島村,神津島村(東京都),900,,無し
incineration_facility,三宅村クリーンセンター,"[139.479721, 34.075832]",東京都三宅島三宅村,三宅村(東京都),1314,,無し
incineration_facility,御蔵島じん芥処理施設,"[139.595917, 33.897301]",東京都御蔵島村,御蔵島村(東京都),210,能力変更,有り
incineration_facility,八丈町クリーンセンター,"[139.789062, 33.112785]",東京都八丈島八丈町,八丈町(東京都),2844,,無し
incineration_facility,父島クリーンセンター,"[142.20961, 27.071243]",東京都小笠原村父島,小笠原村(東京都),700,,有り
incineration_facility,多摩清掃工場,"[139.446396, 35.636944]",東京都多摩市,多摩ニュータウン環境組合(東京都),56179,,無し
incineration_facility,王禅寺処理センター,"[139.522263, 35.586147]",神奈川県川崎市麻生区王禅寺,川崎市(神奈川県),106566,,無し
incineration_facility,鎌倉市名越クリーンセンター,"[139.546936, 35.319225]",神奈川県鎌倉市,鎌倉市(神奈川県),28483,,無し
incineration_facility,藤沢市北部環境事業所,"[139.491241, 35.338879]",神奈川県藤沢市,藤沢市(神奈川県),38572,,無し
incineration_facility,藤沢市石名坂環境事業所,"[139.450394, 35.374363]",神奈川県藤沢市石川,藤沢市(神奈川県),53120.72,,無し
incineration_facility,小田原市清掃工場,"[139.143311, 35.28828]",神奈川県小田原市清水新田,小田原市(神奈川県),14286,,無し
incineration_facility,小田原市清掃工場,"[139.143311, 35.28828]",神奈川県小田原市清水新田,小田原市(神奈川県),33924,,無し
incineration_facility,茅ヶ崎市ごみ焼却処理施設,"[139.403687, 35.333874]",神奈川県茅ヶ崎市,茅ヶ崎市(神奈川県),66164,,無し
incineration_facility,逗子市清掃センターじん芥処理場,"[139.580429, 35.295574]",神奈川県逗子市,逗子市(神奈川県),16311,,無し
incineration_facility,厚木市環境センター,"[139.362503, 35.443054]",神奈川県厚木市,厚木市(神奈川県),61349,,無し
incineration_facility,大和市環境管理センター,"[139.458054, 35.487499]",神奈川県大和市,大和市(神奈川県),53604,,無し
incineration_facility,南足柄市清掃工場,"[139.100006, 35.320557]",神奈川県南足柄市,南足柄市(神奈川県),9046,,無し
incineration_facility,箱根町環境センター清掃第1プラントごみ処理施設,"[139.106949, 35.232388]",神奈川県足柄下郡箱根町,箱根町(神奈川県),11432,,無し
incineration_facility,愛川町美化プラント,"[139.321671, 35.528889]",神奈川県愛甲郡愛川町,愛川町(神奈川県),0,休止,無し
incineration_facility,湯河原町真鶴町衛生組合湯河原美化センター,"[139.108337, 35.147778]",神奈川県足柄下郡湯河原町,湯河原町真鶴町衛生組合(神奈川県),13126,,無し
incineration_facility,新潟市亀田清掃センター,"[139.036545, 37.916077]",新潟県新潟市,新潟市(新潟県),96568,,無し
incineration_facility,新潟市鎧潟クリーンセンター,"[139.036545, 37.916077]",新潟県新潟市,新潟市(新潟県),17449,,無し
incineration_facility,新潟市新田清掃センター焼却施設,"[139.036545, 37.916077]",新潟県新潟市,新潟市(新潟県),89221.9,,有り
incineration_facility,三条市清掃センター流動床式ガス化溶融炉,"[138.96167, 37.636387]",新潟県三条市,三条市(新潟県),32363,,有り
incineration_facility,時水清掃工場,"[138.76326, 37.301304]",新潟県小千谷市時水,小千谷市(新潟県),11902,,無し
incineration_facility,見附市清掃センター,"[138.912781, 37.531593]",新潟県見附市,見附市(新潟県),10468,,無し
incineration_facility,村上市ごみ処理場(エコパークむらかみ),"[139.480011, 38.224163]",新潟県村上市,村上市(新潟県),24315,,有り
incineration_facility,糸魚川市清掃センターごみ処理施設,"[137.860199, 37.038052]",新潟県糸魚川市清崎,糸魚川市(新潟県),12268,,無し
incineration_facility,妙高クリーンセンター,"[138.253342, 37.025269]",新潟県妙高市,妙高市(新潟県),9315,,無し
incineration_facility,上越市クリーンセンター,"[138.236099, 37.147865]",新潟県上越市,上越市(新潟県),49740,,無し
incineration_facility,阿賀野市環境センター,"[139.225952, 37.834469]",新潟県阿賀野市,阿賀野市(新潟県),8871,,有り
incineration_facility,阿賀町クリーンセンター,"[139.458771, 37.675606]",新潟県阿賀町,阿賀町(新潟県),3167,能力変更,有り
incineration_facility,粟島浦村ごみ焼却処理施設,"[139.25441, 38.468304]",新潟県粟島浦村,粟島浦村(新潟県),47,,無し
incineration_facility,津南地域衛生施設組合ごみ処理場,"[138.652496, 37.014168]",新潟県中魚沼郡津南町,津南地域衛生施設組合(新潟県),3298,,有り
incineration_facility,燕・弥彦総合事務組合環境センター(流動床炉),"[138.882095, 37.673161]",新潟県燕市,燕・弥彦総合事務組合(新潟県),11493,,無し
incineration_facility,燕・弥彦総合事務組合・環境センター(ストーカ炉),"[138.882095, 37.673161]",新潟県燕市,燕・弥彦総合事務組合(新潟県),13893,,無し
incineration_facility,中条地区塵芥焼却場,"[139.393021, 38.044724]",新潟県胎内市中条,新発田地域広域事務組合(新潟県),18100,,無し
incineration_facility,新発田広域クリーンセンター,"[139.327103, 37.947952]",新潟県新発田市,新発田地域広域事務組合(新潟県),25050.67,,無し
incineration_facility,射水市クリーンピア射水,"[137.075394, 36.730549]",富山県射水市,射水市(富山県),27830,,無し
incineration_facility,輪島クリーンセンター焼却処理施設,"[136.89917, 37.390553]",石川県輪島市,輪島市(石川県),4872,,無し
incineration_facility,加賀市環境美化センター加賀ごみ処理施設,"[136.315002, 36.302776]",石川県加賀市,加賀市(石川県),19087,,無し
incineration_facility,加賀市環境美化センター山中美化センター,"[136.315002, 36.302776]",石川県加賀市,加賀市(石川県),0,休止,無し
incineration_facility,能美市美化センター,"[136.554169, 36.446991]",石川県能美市,能美市(石川県),13559,能力変更,無し
incineration_facility,敦賀市清掃センター,"[136.076767, 35.651669]",福井県敦賀市清水町,敦賀市(福井県),21563.06,,無し
incineration_facility,小浜市クリーンセンター,"[135.746674, 35.495556]",福井県小浜市,小浜市(福井県),14284,,無し
incineration_facility,鯖江広域衛生施設組合　鯖江クリーンセンター　ごみ焼却施設,"[136.184448, 35.956665]",福井県鯖江市,鯖江広域衛生施設組合(福井県),25454,,有り
incineration_facility,富士吉田市環境美化センターごみ処理施設,"[138.807861, 35.487507]",山梨県富士吉田市,富士吉田市(山梨県),29724,,無し
incineration_facility,上野原市クリーンセンターごみ焼却施設,"[139.108612, 35.63028]",山梨県上野原市,上野原市(山梨県),4224,,無し
incineration_facility,山中湖村クリーンセンターごみ焼却施設,"[138.861084, 35.410591]",山梨県山中湖村,山中湖村(山梨県),3627,,無し
incineration_facility,甲府・峡東クリーンセンター(エネルギー棟),"[138.568298, 35.662231]",山梨県甲府市,甲府・峡東地域ごみ処理施設事務組合(山梨県),98674,,無し
incineration_facility,小海町草刈久保焼却施設,"[138.483612, 36.095001]",長野県小海町,小海町(長野県),0,休止,無し
incineration_facility,川上村営ゴミ処理場,"[138.578354, 35.975445]",長野県川上村,川上村(長野県),39,廃止,無し
incineration_facility,川上村・南牧村共同焼却炉,"[138.578354, 35.975445]",長野県川上村,川上村(長野県),434,,無し
incineration_facility,穂高クリーンセンターごみ焼却施設,"[137.879013, 36.332363]",長野県安曇野市穂高,穂高広域施設組合(長野県),32962,,無し
incineration_facility,穂高クリーンセンターごみ焼却施設,"[137.879013, 36.332363]",長野県安曇野市穂高,穂高広域施設組合(長野県),0,廃止,無し
incineration_facility,大町市環境プラント,"[137.850922, 36.502983]",長野県大町市,北アルプス広域連合(長野県),0,廃止, 移管
incineration_facility,木曽クリーンセンター,"[137.691666, 35.842499]",長野県木曽郡,木曽広域連合(長野県),5284,,無し
incineration_facility,大垣市クリーンセンター,"[136.612793, 35.35989]",岐阜県大垣市,大垣市(岐阜県),44996,,有り
incineration_facility,高山市資源リサイクルセンター焼却施設,"[137.252243, 36.146049]",岐阜県高山市,高山市(岐阜県),19829.2,,有り
incineration_facility,高山市久々野クリーンセンター焼却施設,"[137.325134, 36.003368]",岐阜県高山市久々野町阿多粕,高山市(岐阜県),1485.1,,無し
incineration_facility,多治見市三の倉センター,"[137.076996, 35.311054]",岐阜県多治見市三の倉町西洞,多治見市(岐阜県),46410,,有り
incineration_facility,多治見市笠原クリーンセンター焼却施設,"[137.160492, 35.293427]",岐阜県多治見市笠原町,多治見市(岐阜県),0,休止,無し
incineration_facility,中津川市環境センター,"[137.500549, 35.487499]",岐阜県中津川市,中津川市(岐阜県),24007,,有り
incineration_facility,瑞浪市クリーンセンター,"[137.254608, 35.361736]",岐阜県瑞浪市,瑞浪市(岐阜県),10115,,有り
incineration_facility,恵那市恵南クリーンセンターあおぞら,"[137.412827, 35.449322]",岐阜県恵那市,恵那市(岐阜県),0,休止,無し
incineration_facility,土岐市環境センター,"[137.182999, 35.352261]",岐阜県土岐市,土岐市(岐阜県),15360,,有り
incineration_facility,各務原市北清掃センター,"[136.84848, 35.398621]",岐阜県各務原市,各務原市(岐阜県),40877,,有り
incineration_facility,山県市クリーンセンター,"[136.781387, 35.506111]",岐阜県山県市,山県市(岐阜県),7215,,無し
incineration_facility,飛騨市クリーンセンター,"[137.186111, 36.238331]",岐阜県飛騨市,飛騨市(岐阜県),5334,,有り
incineration_facility,郡上クリーンセンター,"[136.964447, 35.748611]",岐阜県郡上郡,郡上市(岐阜県),10594,,有り
incineration_facility,下呂市クリーンセンター,"[137.244171, 35.805832]",岐阜県下呂市,下呂市(岐阜県),10666,,有り
incineration_facility,垂井町クリーンセンター,"[136.537964, 35.366249]",岐阜県垂井町,垂井町(岐阜県),7923,,有り
incineration_facility,浜松市南部清掃工場,"[137.752289, 34.667278]",静岡県浜松市南区,浜松市(静岡県),122531,,無し
incineration_facility,浜松市浜北清掃センター(90t),"[137.783157, 34.791546]",静岡県浜松市浜北区,浜松市(静岡県),0,休止,無し
incineration_facility,浜松市浜北清掃センター(40t),"[137.783157, 34.791546]",静岡県浜松市浜北区,浜松市(静岡県),0,休止,無し
incineration_facility,浜松市天竜ごみ処理工場,"[137.816116, 34.87278]",静岡県浜松市天竜区,浜松市(静岡県),0,休止,無し
incineration_facility,浜松市はるのクリーンセンター,"[137.726303, 34.710808]",静岡県浜松市,浜松市(静岡県),0,休止,無し
incineration_facility,浜松市水窪・佐久間クリーンセンター,"[137.726303, 34.710808]",静岡県浜松市,浜松市(静岡県),0,休止,無し
incineration_facility,浜松市西部清掃工場,"[137.645279, 34.69278]",静岡県浜松市西区,浜松市(静岡県),112642,,有り
incineration_facility,沼津市清掃プラント,"[138.863617, 35.095554]",静岡県沼津市,沼津市(静岡県),54314,,無し
incineration_facility,熱海市エコ・プラント姫の沢,"[139.071747, 35.096352]",静岡県熱海市,熱海市(静岡県),20525,,有り
incineration_facility,熱海市初島清掃工場廃棄物焼却炉,"[139.171539, 35.040001]",静岡県熱海市初島,熱海市(静岡県),99,,無し
incineration_facility,三島市ごみ処理施設,"[138.918564, 35.118507]",静岡県三島市,三島市(静岡県),26930,,無し
incineration_facility,富士宮市清掃センター,"[138.621613, 35.221977]",静岡県富士宮市,富士宮市(静岡県),36832,,無し
incineration_facility,伊東市環境美化センター,"[139.101944, 34.965832]",静岡県伊東市,伊東市(静岡県),29282,,有り
incineration_facility,磐田市クリーンセンター(3号炉・4号炉),"[137.851532, 34.717903]",静岡県磐田市,磐田市(静岡県),40030,,無し
incineration_facility,下田市営じん芥処理場,"[138.945343, 34.679543]",静岡県下田市,下田市(静岡県),7920,,無し
incineration_facility,裾野市美化センター,"[138.906662, 35.173889]",静岡県裾野市,裾野市(静岡県),12951,,無し
incineration_facility,湖西市環境センター,"[137.531647, 34.718472]",静岡県湖西市,湖西市(静岡県),0,休止,無し
incineration_facility,伊豆市清掃センターごみ焼却施設,"[138.946732, 34.97657]",静岡県伊豆市,伊豆市(静岡県),6386,,無し
incineration_facility,大仁清掃センター,"[138.940216, 34.994087]",静岡県伊豆の国市大仁,伊豆の国市(静岡県),0,休止,無し
incineration_facility,南伊豆町清掃センター,"[138.858444, 34.651314]",静岡県賀茂郡南伊豆町,南伊豆町(静岡県),2846,,無し
incineration_facility,西伊豆町クリーンセンター,"[138.775284, 34.771667]",静岡県賀茂郡西伊豆町,西伊豆町(静岡県),2730,,無し
incineration_facility,函南町ごみ焼却場,"[138.953339, 35.08889]",静岡県田方郡函南町,函南町(静岡県),15417,,無し
incineration_facility,長泉町塵芥焼却場,"[138.897171, 35.137657]",静岡県駿東郡長泉町,長泉町(静岡県),7814,,無し
incineration_facility,牧之原市御前崎市広域施設組合環境保全センター,"[138.224655, 34.740009]",静岡県牧之原市,牧之原市御前崎市広域施設組合(静岡県),12827,,無し
incineration_facility,名古屋市猪子石工場,"[136.90657, 35.181438]",愛知県名古屋市,名古屋市(愛知県),132521.51,,無し
incineration_facility,名古屋市南陽工場,"[136.931107, 35.095001]",愛知県名古屋市南区,名古屋市(愛知県),0,休止,無し
incineration_facility,名古屋市富田工場,"[136.90657, 35.181438]",愛知県名古屋市,名古屋市(愛知県),112504,,無し
incineration_facility,名古屋市五条川工場,"[136.90657, 35.181438]",愛知県名古屋市,名古屋市(愛知県),94848.36,,無し
incineration_facility,名古屋市鳴海工場,"[136.90657, 35.181438]",愛知県名古屋市,名古屋市(愛知県),132160.28,,無し
incineration_facility,名古屋市北名古屋工場,"[136.911667, 35.194168]",愛知県名古屋市北区,名古屋市(愛知県),168922,,無し
incineration_facility,豊橋市資源化センター(焼却施設3号炉),"[137.391388, 34.769169]",愛知県豊橋市,豊橋市(愛知県),26536,,有り
incineration_facility,豊橋市資源化センター(焼却施設1・2号炉),"[137.391388, 34.769169]",愛知県豊橋市,豊橋市(愛知県),86013,,無し
incineration_facility,岡崎市旧中央クリーンセンターごみ焼却施設(リサイクルプラザ内),"[137.173065, 34.954803]",愛知県岡崎市,岡崎市(愛知県),0,休止,無し
incineration_facility,岡崎市八帖クリーンセンターごみ焼却施設2号炉,"[137.150909, 34.957607]",愛知県岡崎市八帖町,岡崎市(愛知県),0,休止,無し
incineration_facility,岡崎市八帖クリーンセンターごみ焼却施設1号炉,"[137.150909, 34.957607]",愛知県岡崎市八帖町,岡崎市(愛知県),29972,,無し
incineration_facility,岡崎市中央クリーンセンター　ガス化溶融施設,"[137.129242, 34.92701]",愛知県岡崎市中之郷町,岡崎市(愛知県),97325.55,,無し
incineration_facility,一宮市環境センター,"[136.802979, 35.303837]",愛知県一宮市,一宮市(愛知県),102306.25,,無し
incineration_facility,半田市クリーンセンター,"[136.938004, 34.891808]",愛知県半田市,半田市(愛知県),25323,,無し
incineration_facility,春日井市クリーンセンター1、2号炉,"[136.972229, 35.247501]",愛知県春日井市,春日井市(愛知県),2826.03,,無し
incineration_facility,春日井市クリーンセンター3、4号炉,"[136.972229, 35.247501]",愛知県春日井市,春日井市(愛知県),77123.81,,無し
incineration_facility,豊川市清掃工場(1、3号炉),"[137.375839, 34.826942]",愛知県豊川市,豊川市(愛知県),27564,,無し
incineration_facility,豊川市清掃工場(5、6号炉),"[137.375839, 34.826942]",愛知県豊川市,豊川市(愛知県),34363,,無し
incineration_facility,安城市環境クリーンセンター,"[137.080276, 34.958614]",愛知県安城市,安城市(愛知県),51527,,無し
incineration_facility,西尾市クリーンセンター(ごみ焼却施設),"[137.061951, 34.861942]",愛知県西尾市,西尾市(愛知県),54052,,無し
incineration_facility,蒲郡市クリーンセンター,"[137.219727, 34.826389]",愛知県蒲郡市,蒲郡市(愛知県),25091,,有り
incineration_facility,犬山市都市美化センター,"[136.944427, 35.378441]",愛知県犬山市,犬山市(愛知県),17425,,無し
incineration_facility,稲沢市環境センター,"[136.780273, 35.248055]",愛知県稲沢市,稲沢市(愛知県),33984,,無し
incineration_facility,新城市クリーンセンター,"[137.497757, 34.89893]",愛知県新城市,新城市(愛知県),12007,,無し
incineration_facility,東海市清掃センター,"[136.902328, 35.022957]",愛知県東海市,東海市(愛知県),31628,,無し
incineration_facility,知多市清掃センター,"[136.874832, 34.98896]",愛知県知多市清水が丘,知多市(愛知県),19902,,無し
incineration_facility,常滑武豊衛生組合クリーンセンターごみ処理施設,"[136.854477, 34.896088]",愛知県常滑市,常滑武豊衛生組合(愛知県),22117,廃止,無し
incineration_facility,知多南部クリーンセンター(ごみ処理施設),"[136.864761, 34.996532]",愛知県知多郡,知多南部衛生組合(愛知県),9155,,無し
incineration_facility,知多南部広域環境センター,"[136.864761, 34.996532]",愛知県知多郡,知多南部広域環境組合(愛知県),13596,新設（建設中）, 新設（新規稼働）
incineration_facility,津市西部クリーンセンター(1号炉),"[136.50444, 34.700497]",三重県津市西阿漕町岩田,津市(三重県),23314,,無し
incineration_facility,津市西部クリーンセンター(2号炉),"[136.50444, 34.700497]",三重県津市西阿漕町岩田,津市(三重県),27881,,無し
incineration_facility,津市クリーンセンターおおたか,"[136.505676, 34.718613]",三重県津市,津市(三重県),36966,,無し
incineration_facility,四日市市クリーンセンター,"[136.624451, 34.965118]",三重県四日市市,四日市市(三重県),97273,,無し
incineration_facility,松阪市クリーンセンター,"[136.527618, 34.577972]",三重県松阪市,松阪市(三重県),49371,,無し
incineration_facility,鈴鹿市清掃センター,"[136.584213, 34.881855]",三重県鈴鹿市,鈴鹿市(三重県),59963,,無し
incineration_facility,尾鷲市清掃工場,"[136.190979, 34.070786]",三重県尾鷲市,尾鷲市(三重県),5424,,無し
incineration_facility,亀山市総合環境センター,"[136.45166, 34.855831]",三重県亀山市,亀山市(三重県),20577,,有り
incineration_facility,鳥羽市答志島清掃センター,"[136.891861, 34.524464]",三重県鳥羽市答志町,鳥羽市(三重県),0,廃止,無し
incineration_facility,熊野市クリーンセンター(ごみ処理施設),"[136.100281, 33.888611]",三重県熊野市,熊野市(三重県),4859,,無し
incineration_facility,志摩市阿児清掃センター,"[136.897079, 34.358669]",三重県志摩市阿児町安乗,志摩市(三重県),0,休止,無し
incineration_facility,志摩市阿児清掃センター,"[136.897079, 34.358669]",三重県志摩市阿児町安乗,志摩市(三重県),0,休止,無し
incineration_facility,志摩市志摩清掃センター,"[136.785141, 34.266602]",三重県志摩市志摩町越賀,志摩市(三重県),0,休止,無し
incineration_facility,菰野町清掃センター,"[136.507507, 35.02]",三重県菰野町,菰野町(三重県),9988,,無し
incineration_facility,伊賀南部クリーンセンター,"[136.142258, 34.749832]",三重県伊賀市,伊賀南部環境衛生組合(三重県),20221,,有り
incineration_facility,桑名広域清掃事業組合可燃ごみ焼却施設,"[136.683884, 35.062222]",三重県桑名郡,桑名広域清掃事業組合(三重県),43159,,無し
incineration_facility,大津市環境美化センター焼却施設,"[135.854721, 35.017776]",滋賀県大津市,大津市(滋賀県),45424,新設（新規稼働）,無し
incineration_facility,大津市北部クリーンセンター焼却施設,"[135.961655, 35.259445]",滋賀県大津市北小松,大津市(滋賀県),35751,廃止,無し
incineration_facility,彦根市清掃センター,"[136.210388, 35.227692]",滋賀県彦根市清崎町,彦根市(滋賀県),29246,,無し
incineration_facility,近江八幡市環境エネルギーセンター,"[136.097961, 35.128323]",滋賀県近江八幡市,近江八幡市(滋賀県),21381,,無し
incineration_facility,草津市立クリーンセンター(熱回収施設),"[135.959991, 35.01318]",滋賀県草津市,草津市(滋賀県),32896.54,,無し
incineration_facility,守山市環境センター熱回収施設,"[135.994446, 35.058887]",滋賀県守山市,守山市(滋賀県),8920,新設（新規稼働）,無し
incineration_facility,栗東市環境センター,"[135.998062, 35.021667]",滋賀県栗東市,栗東市(滋賀県),16031,,無し
incineration_facility,野洲クリーンセンター,"[136.025833, 35.067501]",滋賀県野洲郡,野洲市(滋賀県),11963,,無し
incineration_facility,高島市環境センター,"[136.035797, 35.353054]",滋賀県高島市,高島市(滋賀県),13606,休止,無し
incineration_facility,甲賀広域行政組合衛生センター第2施設(ごみ処理施設),"[136.166275, 34.966091]",滋賀県甲賀郡,甲賀広域行政組合(滋賀県),36299,能力変更,有り
incineration_facility,京都市北部クリーンセンター,"[135.75415, 35.041039]",京都府京都市北区,京都市(京都府),116231,,無し
incineration_facility,京都市東北部クリーンセンター,"[135.776398, 34.997093]",京都府京都市東山区,京都市(京都府),81432.3,,無し
incineration_facility,京都市南部クリーンセンター（焼却施設）,"[135.746429, 34.97665]",京都府京都市南区,京都市(京都府),149877.844783526,,無し
incineration_facility,福知山市ごみ焼却施設,"[135.126389, 35.296665]",京都府福知山市,福知山市(京都府),17270,,有り
incineration_facility,舞鶴市清掃事務所(第二工場),"[135.36528, 35.454136]",京都府舞鶴市清道,舞鶴市(京都府),7196,,無し
incineration_facility,舞鶴市清掃事務所(第一工場),"[135.36528, 35.454136]",京都府舞鶴市清道,舞鶴市(京都府),12945,能力変更,無し
incineration_facility,綾部市クリーンセンター,"[135.258606, 35.298889]",京都府綾部市,綾部市(京都府),0,休止,無し
incineration_facility,京丹後市峰山クリーンセンター,"[135.057114, 35.622234]",京都府京丹後市峰山町千歳,京丹後市(京都府),6992,,無し
incineration_facility,京丹後市峰山クリーンセンター,"[135.057114, 35.622234]",京都府京丹後市峰山町千歳,京丹後市(京都府),7504,,無し
incineration_facility,京都中部クリーンセンター(ごみ処理施設),"[135.768112, 35.011669]",京都府京都市,船井郡衛生管理組合(京都府),0,休止,無し
incineration_facility,相楽東部クリーンセンター,"[135.80304, 34.739216]",京都府木津川市相楽東戸崎,相楽東部広域連合(京都府),0,休止,無し
incineration_facility,堺市クリーンセンター東工場第二工場,"[135.483063, 34.573334]",大阪府堺市,堺市(大阪府),110598.37,,無し
incineration_facility,堺市クリーンセンター東工場第一工場,"[135.483063, 34.573334]",大阪府堺市,堺市(大阪府),1588.83,休止,無し
incineration_facility,堺市クリーンセンター南工場,"[135.483063, 34.573334]",大阪府堺市,堺市(大阪府),0,休止,無し
incineration_facility,堺市クリーンセンター臨海工場,"[135.483063, 34.573334]",大阪府堺市,堺市(大阪府),132630.88,,無し
incineration_facility,池田市クリーンセンター,"[135.428604, 34.821667]",大阪府池田市,池田市(大阪府),27102,,無し
incineration_facility,吹田市資源循環エネルギーセンター,"[135.516876, 34.75946]",大阪府吹田市,吹田市(大阪府),101928,,無し
incineration_facility,穂谷川清掃工場第3プラント,"[135.72937, 34.793934]",大阪府枚方市穂谷,枚方市(大阪府),33610,,無し
incineration_facility,寝屋川市クリーンセンター焼却施設,"[135.628052, 34.766109]",大阪府寝屋川市,寝屋川市(大阪府),53344,,無し
incineration_facility,箕面市環境クリーンセンター,"[135.470551, 34.826942]",大阪府箕面市,箕面市(大阪府),40310,能力変更,無し
incineration_facility,島本町清掃工場,"[135.662781, 34.883888]",大阪府三島郡島本町,島本町(大阪府),6854,,無し
incineration_facility,忠岡町クリーンセンター,"[135.401382, 34.487171]",大阪府泉北郡忠岡町,忠岡町(大阪府),4584,,無し
incineration_facility,熊取町環境センター,"[135.355988, 34.401459]",大阪府熊取町,熊取町(大阪府),11254,,無し
incineration_facility,豊中市伊丹市クリーンランドごみ焼却施設,"[135.469757, 34.781288]",大阪府豊中市,豊中市伊丹市クリーンランド(大阪府),150100,,無し
incineration_facility,泉佐野市田尻町清掃施設組合第二事業所,"[135.327362, 34.406837]",大阪府泉佐野市,泉佐野市田尻町清掃施設組合(大阪府),48748,,無し
incineration_facility,岸和田市貝塚市クリーンセンター,"[135.37088, 34.46059]",大阪府岸和田市,岸和田市貝塚市清掃施設組合(大阪府),89791.97,,無し
incineration_facility,八尾工場,"[135.60083, 34.626945]",大阪府八尾市,大阪広域環境施設組合(大阪府),124346,,無し
incineration_facility,舞洲工場,"[135.233643, 34.339424]",大阪府阪南市舞,大阪広域環境施設組合(大阪府),213281,,無し
incineration_facility,港島クリーンセンター,"[135.228668, 34.665691]",兵庫県神戸市中央区港島,神戸市(兵庫県),134713.21,,無し
incineration_facility,芦屋市環境処理センター,"[135.304123, 34.726952]",兵庫県芦屋市,芦屋市(兵庫県),27203,,無し
incineration_facility,丹波市クリーンセンター,"[135.035828, 35.177223]",兵庫県丹波市,丹波市(兵庫県),12541,,無し
incineration_facility,稲美町清掃センター,"[134.912949, 34.74839]",兵庫県稲美町,稲美町(兵庫県),8012,廃止,無し
incineration_facility,国崎クリーンセンター,"[135.423233, 34.923374]",兵庫県川西市国崎,猪名川上流広域ごみ処理施設組合(兵庫県),53042,,無し
incineration_facility,奈良市環境清美工場ごみ焼却処理施設,"[135.804718, 34.685001]",奈良県奈良市,奈良市(奈良県),80567,,有り
incineration_facility,大和高田市クリーンセンター(一般炉),"[135.737381, 34.515751]",奈良県大和高田市,大和高田市(奈良県),19525,,有り
incineration_facility,大和郡山市クリーンセンター・清掃センター,"[135.782715, 34.649616]",奈良県大和郡山市,大和郡山市(奈良県),28874,,無し
incineration_facility,天理市環境クリーンセンター焼却施設,"[135.837219, 34.596668]",奈良県天理市,天理市(奈良県),26610,,無し
incineration_facility,桜井市ごみ焼却炉棟,"[135.842743, 34.518841]",奈良県桜井市,桜井市(奈良県),17850,,無し
incineration_facility,生駒市清掃センター,"[135.700562, 34.691944]",奈良県生駒市,生駒市(奈良県),29569,,有り
incineration_facility,葛城市クリーンセンター,"[135.726669, 34.489166]",奈良県葛城市,葛城市(奈良県),11774,,無し
incineration_facility,宇陀クリーンセンター,"[135.952347, 34.528011]",奈良県宇陀郡,宇陀市(奈良県),4470,,無し
incineration_facility,平群町清掃センター,"[135.700562, 34.629166]",奈良県生駒郡平群町,平群町(奈良県),4657,,無し
incineration_facility,三郷町清掃センター,"[135.695511, 34.600163]",奈良県三郷町,三郷町(奈良県),5179,,無し
incineration_facility,十津川村衛生センター,"[135.792496, 33.988609]",奈良県吉野郡十津川村,十津川村(奈良県),1038,,無し
incineration_facility,田辺市ごみ処理場(焼却施設),"[135.377777, 33.728058]",和歌山県田辺市,田辺市(和歌山県),26335,能力変更,無し
incineration_facility,新宮市クリーンセンター,"[135.992538, 33.724136]",和歌山県新宮市,新宮市(和歌山県),9342,,無し
incineration_facility,すさみ町ゴミ焼却場,"[135.496674, 33.550133]",和歌山県すさみ町,すさみ町(和歌山県),1200,,無し
incineration_facility,那智勝浦町清掃管理事務所(那智勝浦町クリーンセンター),"[135.941025, 33.62603]",和歌山県東牟婁郡那智勝浦町,那智勝浦町(和歌山県),4891,,有り
