factory_type,name,coordinates,address,local_government,annual_throughput,remarks,industrial_waste
incineration_facility,御坊広域清掃センター,"[135.152374, 33.891476]",和歌山県御坊市,御坊広域行政事務組合(和歌山県),16617,,有り
incineration_facility,鳥取市神谷清掃工場,"[134.222153, 35.494453]",鳥取県鳥取市,鳥取市(鳥取県),54807,,無し
incineration_facility,米子市クリーンセンター,"[133.330948, 35.428158]",鳥取県米子市,米子市(鳥取県),53411.2,,無し
incineration_facility,大山町名和クリーンセンター,"[133.499359, 35.500259]",鳥取県大山町名和,大山町(鳥取県),1541,,無し
incineration_facility,西ノ島町ごみ焼却施設「清美苑」,"[133.013474, 36.091824]",島根県隠岐郡西ノ島町,西ノ島町(島根県),1081,,無し
incineration_facility,益田地区広域クリーンセンター,"[131.842896, 34.67487]",島根県益田市,益田地区広域市町村圏事務組合(島根県),16817,,無し
incineration_facility,岡山市東部クリーンセンター,"[134.029465, 34.651375]",岡山県岡山市東区,岡山市(岡山県),104668.96,,有り
incineration_facility,岡山市岡南環境センター,"[133.919754, 34.655186]",岡山県岡山市,岡山市(岡山県),50096,休止,無し
incineration_facility,岡山市当新田環境センター,"[133.919754, 34.655186]",岡山県岡山市,岡山市(岡山県),50575.48,,無し
incineration_facility,倉敷市水島清掃工場,"[133.73378, 34.525703]",岡山県倉敷市水島海岸通,倉敷市(岡山県),87905,,無し
incineration_facility,玉野市東清掃センター,"[133.93132, 34.551018]",岡山県玉野市東七区,玉野市(岡山県),18279,,無し
incineration_facility,新見市クリーンセンター,"[133.470352, 34.977039]",岡山県新見市,新見市(岡山県),7717,,無し
incineration_facility,赤磐市環境センター,"[134.018799, 34.755386]",岡山県赤磐市,赤磐市(岡山県),11468,,無し
incineration_facility,美作クリーンセンター,"[134.148605, 35.00861]",岡山県美作市,美作市(岡山県),6634,,無し
incineration_facility,柵原クリーンセンター,"[134.063492, 34.957943]",岡山県美咲町柵原,美咲町(岡山県),0,休止,無し
incineration_facility,岡山県西部環境整備施設組合里庄清掃工場,"[134.335693, 35.171764]",岡山県西粟倉,岡山県西部環境整備施設組合(岡山県),22659,,有り
incineration_facility,倉敷西部清掃施設組合清掃工場,"[133.771942, 34.584999]",岡山県倉敷市,倉敷西部清掃施設組合(岡山県),23738.56,,無し
incineration_facility,岡山県中部環境施設組合コスモスクリーンセンターごみ処理施設,"[133.935028, 34.661739]",岡山県,岡山県中部環境施設組合(岡山県),4518,,無し
incineration_facility,高梁地域事務組合クリーンセンター,"[133.616821, 34.790981]",岡山県高梁市,高梁地域事務組合(岡山県),11598,,無し
incineration_facility,津山圏域クリーンセンター,"[134.004532, 35.069126]",岡山県津山市,津山圏域資源循環施設組合(岡山県),36442,,無し
incineration_facility,広島市中工場,"[132.455017, 34.386288]",広島県広島市中区,広島市(広島県),148621,,無し
incineration_facility,広島市安佐北工場,"[132.507782, 34.518333]",広島県広島市安佐北区,広島市(広島県),0,休止,無し
incineration_facility,広島市南工場,"[132.469009, 34.379898]",広島県広島市南区,広島市(広島県),65665,,無し
incineration_facility,安佐南工場焼却施設,"[132.471664, 34.451942]",広島県広島市安佐南区,広島市(広島県),71831,,無し
incineration_facility,三原市清掃工場,"[133.07811, 34.397724]",広島県三原市,三原市(広島県),30613,,無し
incineration_facility,尾道市クリーンセンター,"[133.205627, 34.409161]",広島県尾道市,尾道市(広島県),35141,,無し
incineration_facility,尾道市因瀬クリーンセンター,"[133.192078, 34.296787]",広島県尾道市因島三庄町,尾道市(広島県),7831,,無し
incineration_facility,福山市西部清掃工場,"[133.357346, 34.484459]",広島県福山市西桜町,福山市(広島県),31270,,無し
incineration_facility,福山市新市クリーンセンター,"[133.246048, 34.622246]",広島県福山市新市町,福山市(広島県),4951.61,,無し
incineration_facility,福山市深品クリーンセンター,"[133.362503, 34.485832]",広島県福山市,福山市(広島県),18541,,無し
incineration_facility,庄原市備北クリーンセンター,"[133.017242, 34.857742]",広島県庄原市,庄原市(広島県),6033,,無し
incineration_facility,庄原市備北クリーンセンター（新）,"[133.017242, 34.857742]",広島県庄原市,庄原市(広島県),0,新設（建設中）,無し
incineration_facility,廿日市市大野清掃センター,"[132.201309, 34.302475]",広島県廿日市市大野,廿日市市(広島県),0,休止,無し
incineration_facility,廿日市市佐伯クリーンセンター,"[132.328247, 34.370068]",広島県廿日市市佐方,廿日市市(広島県),0,休止,無し
incineration_facility,安芸クリーンセンター,"[132.525558, 34.371666]",広島県広島市安芸区,安芸地区衛生施設管理組合(広島県),31203,,無し
incineration_facility,賀茂環境衛生センター(1、2号炉),"[132.976257, 34.570347]",広島県世羅町賀茂,広島中央環境衛生組合(広島県),2920,廃止,無し
incineration_facility,賀茂環境衛生センター(3号炉),"[132.976257, 34.570347]",広島県世羅町賀茂,広島中央環境衛生組合(広島県),15460,廃止,無し
incineration_facility,大崎上島環境センター,"[132.915283, 34.269722]",広島県大崎上島,広島中央環境衛生組合(広島県),1872,廃止,無し
incineration_facility,宇部市環境保全センター(新焼却炉),"[131.247314, 33.951824]",山口県宇部市,宇部市(山口県),48655,,無し
incineration_facility,山口市清掃工場,"[131.473892, 34.178333]",山口県山口市,山口市(山口県),58667,,無し
incineration_facility,見島ごみ焼却場,"[131.140091, 34.778282]",山口県萩市見島,萩市(山口県),189,,無し
incineration_facility,防府市クリーンセンター可燃ごみ処理施設焼却施設,"[131.562775, 34.051945]",山口県防府市,防府市(山口県),31225,,無し
incineration_facility,山陽小野田市環境衛生センター,"[131.181808, 34.003166]",山口県山陽小野田市,山陽小野田市(山口県),17882,,無し
incineration_facility,周防大島町清掃センター,"[132.195282, 33.927502]",山口県周防大島町,周防大島町(山口県),3659,,無し
incineration_facility,徳島市西部環境事務所,"[134.545502, 34.057529]",徳島県徳島市西二軒屋町,徳島市(徳島県),37090,,無し
incineration_facility,徳島市東部環境事務所,"[134.597244, 34.058296]",徳島県徳島市東沖洲,徳島市(徳島県),36250,,無し
incineration_facility,鳴門市クリーンセンターごみ焼却場,"[134.608871, 34.172535]",徳島県鳴門市,鳴門市(徳島県),16497,,無し
incineration_facility,小松島市環境衛生センター,"[134.590714, 34.004658]",徳島県小松島市,小松島市(徳島県),11376,,無し
incineration_facility,阿南市クリーンセンター,"[134.659744, 33.922031]",徳島県阿南市,阿南市(徳島県),0,休止,無し
incineration_facility,木屋平村ごみ焼却場,"[134.174301, 33.921307]",徳島県美馬市木屋平,美馬市(徳島県),0,休止,無し
incineration_facility,三好市東祖谷一般廃棄物処理場,"[133.936279, 33.873302]",徳島県三好市東祖谷九鬼,三好市(徳島県),0,,無し
incineration_facility,那賀町清掃センター,"[134.496643, 33.857437]",徳島県那賀郡那賀町,那賀町(徳島県),0,休止,無し
incineration_facility,那賀町クリーンセンター,"[134.496643, 33.857437]",徳島県那賀郡那賀町,那賀町(徳島県),1607,,無し
incineration_facility,松茂町第二環境センター,"[134.580612, 34.133774]",徳島県松茂町,松茂町(徳島県),4894,,無し
incineration_facility,藍住町西クリーンステーション,"[134.495117, 34.126633]",徳島県板野郡藍住町,藍住町(徳島県),7858,,無し
incineration_facility,板野町環境センター,"[134.462601, 34.144356]",徳島県板野郡板野町,板野町(徳島県),0,休止,無し
incineration_facility,高松市南部クリーンセンター,"[134.049316, 34.340336]",香川県高松市南新町,高松市(香川県),55904,,無し
incineration_facility,高松市西部クリーンセンター,"[134.047974, 34.349865]",香川県高松市西の丸町,高松市(香川県),55660,,無し
incineration_facility,直島町焼却施設,"[133.995605, 34.459911]",香川県香川郡直島町,直島町(香川県),1310,,無し
incineration_facility,坂出、宇多津広域行政事務組合角山環境センター,"[133.860504, 34.316692]",香川県坂出市,坂出、宇多津広域行政事務組合(香川県),20602,,無し
incineration_facility,松山市南クリーンセンター,"[132.703964, 33.827938]",愛媛県松山市南吉田町,松山市(愛媛県),36876.58,,無し
incineration_facility,松山市北条クリーンセンター,"[132.779617, 33.978985]",愛媛県松山市北条,松山市(愛媛県),0,休止,無し
incineration_facility,松山市中島クリーンセンター,"[132.63858, 34.001694]",愛媛県松山市中島粟井,松山市(愛媛県),0,休止,無し
incineration_facility,松山市西クリーンセンター,"[132.772491, 33.846249]",愛媛県松山市西一万町,松山市(愛媛県),88907.8,,無し
incineration_facility,今治市クリーンセンター　可燃ごみ処理施設,"[132.967163, 34.049244]",愛媛県今治市クリエイティブヒルズ,今治市(愛媛県),48338,,無し
incineration_facility,新居浜市清掃センター,"[133.311539, 33.961494]",愛媛県新居浜市清住町,新居浜市(愛媛県),33957,,有り
incineration_facility,西条市道前クリーンセンター,"[133.181122, 33.919495]",愛媛県西条市,西条市(愛媛県),32141,,有り
incineration_facility,大洲市環境センター,"[132.544495, 33.50618]",愛媛県大洲市,大洲市(愛媛県),11918,,無し
incineration_facility,四国中央市クリーンセンター,"[133.549988, 33.980591]",愛媛県四国中央市,四国中央市(愛媛県),30277,,有り
incineration_facility,東温市クリーンセンター,"[132.872269, 33.791031]",愛媛県東温市,東温市(愛媛県),5192,,無し
incineration_facility,魚島クリーンセンター,"[133.320114, 34.177055]",愛媛県上島町魚島,上島町(愛媛県),0,休止,無し
incineration_facility,内子町クリーンセンター,"[132.658127, 33.533039]",愛媛県喜多郡内子町,内子町(愛媛県),3550,,無し
incineration_facility,伊予地区清掃センター,"[132.703842, 33.757866]",愛媛県伊予郡,伊予地区ごみ処理施設管理組合(愛媛県),17126,,無し
incineration_facility,宇和島地区広域事務組合　環境センター,"[132.560608, 33.223282]",愛媛県宇和島市,宇和島地区広域事務組合(愛媛県),31098,,無し
incineration_facility,高知市清掃工場,"[133.531097, 33.558723]",高知県高知市,高知市(高知県),110480,,無し
incineration_facility,北九州市新門司工場,"[130.875229, 33.883411]",福岡県北九州市,北九州市(福岡県),138222,,有り
incineration_facility,北九州市日明工場,"[130.875229, 33.883411]",福岡県北九州市,北九州市(福岡県),105774,,有り
incineration_facility,北九州市皇后崎工場,"[130.875229, 33.883411]",福岡県北九州市,北九州市(福岡県),176455,,有り
incineration_facility,福岡市臨海工場,"[130.401672, 33.59]",福岡県福岡市,福岡市(福岡県),179078.49,,有り
incineration_facility,福岡市西部工場,"[130.323059, 33.582779]",福岡県福岡市西区,福岡市(福岡県),113305.84,,有り
incineration_facility,福岡市玄界島焼却場,"[130.401672, 33.59]",福岡県福岡市,福岡市(福岡県),94.46,,無し
incineration_facility,久留米市上津クリーンセンター,"[130.526886, 33.288002]",福岡県久留米市上津,久留米市(福岡県),46469.38,,無し
incineration_facility,久留米市宮ノ陣クリーンセンター,"[130.529633, 33.33009]",福岡県久留米市宮ノ陣,久留米市(福岡県),32028.5,,無し
incineration_facility,柳川市クリーンセンター,"[130.406113, 33.163055]",福岡県柳川市,柳川市(福岡県),14392,廃止,無し
incineration_facility,大川市清掃センター,"[130.383957, 33.206596]",福岡県大川市,大川市(福岡県),9471,,無し
incineration_facility,みやま市清掃センター,"[130.474716, 33.1525]",福岡県みやま市,みやま市(福岡県),3967,廃止,無し
incineration_facility,糸島市クリーンセンターごみ処理場,"[130.195557, 33.55722]",福岡県糸島市,糸島市(福岡県),31649,,有り
incineration_facility,古賀清掃工場焼却施設,"[130.683578, 33.86306]",福岡県水巻町古賀,玄界環境組合(福岡県),53562,,有り
incineration_facility,八女西部クリーンセンター,"[130.557785, 33.211945]",福岡県八女郡,八女西部広域事務組合(福岡県),34704,,無し
incineration_facility,豊前市外二町清掃センター,"[131.12999, 33.611507]",福岡県豊前市,豊前市外二町清掃施設組合(福岡県),13242,,無し
incineration_facility,田川市川崎町清掃センター,"[130.793777, 33.642696]",福岡県田川市川宮,田川地区清掃施設組合(福岡県),19731,,無し
incineration_facility,大牟田・荒尾清掃施設組合新開クリーンセンター,"[130.446106, 33.030277]",福岡県大牟田市,大牟田・荒尾清掃施設組合(福岡県),0,休止,無し
incineration_facility,飯塚市クリーンセンター清掃工場,"[130.691254, 33.646446]",福岡県飯塚市,ふくおか県央環境広域施設組合(福岡県),25387,,無し
incineration_facility,嘉麻市嘉麻クリーンセンター,"[130.700012, 33.541946]",福岡県嘉麻市嘉穂才田,ふくおか県央環境広域施設組合(福岡県),5684,,無し
incineration_facility,佐賀市清掃工場,"[130.300888, 33.263512]",佐賀県佐賀市,佐賀市(佐賀県),68550,,無し
incineration_facility,唐津市清掃センター,"[129.968201, 33.450092]",佐賀県唐津市,唐津市(佐賀県),34035,,無し
incineration_facility,佐世保市西部クリーンセンター,"[129.710861, 33.176353]",長崎県佐世保市西大久保町,佐世保市(長崎県),30235,,無し
incineration_facility,諫早市環境センター,"[130.053162, 32.84343]",長崎県諫早市,諫早市(長崎県),0,休止,無し
incineration_facility,諫早市環境センター(溶融施設),"[130.053162, 32.84343]",長崎県諫早市,諫早市(長崎県),0,休止,無し
incineration_facility,大村市環境センター,"[129.958328, 32.900002]",長崎県大村市,大村市(長崎県),10852,,無し
incineration_facility,対馬クリーンセンター,"[129.287506, 34.202778]",長崎県対馬支庁,対馬市(長崎県),11649,,無し
incineration_facility,壱岐市クリーンセンター,"[129.691345, 33.749958]",長崎県壱岐市,壱岐市(長崎県),6979,,無し
incineration_facility,五島市クリーンセンター,"[128.840897, 32.695778]",長崎県五島市,五島市(長崎県),11231,,無し
incineration_facility,五島市福江清掃センター,"[128.846939, 32.698601]",長崎県五島市福江町,五島市(長崎県),0,休止,無し
incineration_facility,五島市富江クリーンセンター,"[128.773361, 32.589523]",長崎県五島市富江町岳,五島市(長崎県),54,休止,無し
incineration_facility,五島市三井楽清掃センター,"[128.65271, 32.754772]",長崎県五島市三井楽町丑ノ浦,五島市(長崎県),0,休止,無し
incineration_facility,五島市奈留清掃センター,"[128.937347, 32.836933]",長崎県五島市奈留町浦,五島市(長崎県),0,休止,無し
incineration_facility,西海市炭化センター,"[129.643051, 32.933056]",長崎県西海市,西海市(長崎県),6753,,有り
incineration_facility,南島原市南有馬クリーンセンター,"[130.24205, 32.631485]",長崎県南島原市南有馬町乙,南島原市(長崎県),11640,,無し
incineration_facility,小値賀町ごみ焼却場,"[129.058899, 33.191029]",長崎県小値賀町,小値賀町(長崎県),452,,無し
incineration_facility,佐々クリーンセンター,"[129.650558, 33.238335]",長崎県佐々,佐々町(長崎県),4595,,無し
incineration_facility,新上五島町クリーンセンター・ごみ焼却施設,"[129.073334, 32.984444]",長崎県新上五島町,新上五島町(長崎県),7360,,無し
incineration_facility,八代市環境センター,"[130.648941, 32.562752]",熊本県八代市,八代市(熊本県),32952,,無し
incineration_facility,山鹿市環境センター,"[130.69136, 33.017574]",熊本県山鹿市,山鹿市(熊本県),12572,,無し
incineration_facility,小峰クリーンセンター,"[130.773392, 32.801529]",熊本県熊本市東区小峯,山都町(熊本県),2930,,無し
incineration_facility,菊池環境工場　クリーンの森合志,"[130.813217, 32.979736]",熊本県菊池郡,菊池環境保全組合(熊本県),43171,新設（新規稼働）,無し
incineration_facility,御船甲佐クリーンセンター,"[130.801895, 32.714584]",熊本県御船,御船町甲佐町衛生施設組合(熊本県),7181,,無し
incineration_facility,益城クリーンセンター,"[130.817017, 32.80061]",熊本県益城,益城、嘉島、西原環境衛生施設組合(熊本県),14084,,無し
incineration_facility,人吉球磨クリーンプラザ(焼却施設),"[130.760162, 32.205631]",熊本県人吉市,人吉球磨広域行政組合(熊本県),20576,,無し
incineration_facility,水俣芦北広域行政事務組合クリーンセンター,"[130.408615, 32.211746]",熊本県水俣市,水俣芦北広域行政事務組合(熊本県),7976,,有り
incineration_facility,宇城クリーンセンターごみ処理施設,"[130.684357, 32.647846]",熊本県宇城市,宇城広域連合(熊本県),25829,,無し
incineration_facility,大分市福宗環境センター福宗清掃工場,"[131.509216, 33.167061]",大分県大分市福宗,大分市(大分県),89731,,無し
incineration_facility,大分市佐野清掃センター清掃工場,"[131.729553, 33.198582]",大分県大分市佐野,大分市(大分県),81703,,無し
incineration_facility,中津市クリーンプラザ,"[131.188339, 33.598331]",大分県中津市,中津市(大分県),25344,,無し
incineration_facility,日田市清掃センター,"[130.941391, 33.32111]",大分県日田市,日田市(大分県),16607.88,,無し
incineration_facility,保戸島焼却場,"[132.010986, 33.104336]",大分県津久見市保戸島,津久見市(大分県),0,休止,無し
incineration_facility,豊後高田市ごみ清掃工場,"[131.447083, 33.556187]",大分県豊後高田市,豊後高田市(大分県),6104,,無し
incineration_facility,宇佐市ごみ焼却センター,"[131.350342, 33.532326]",大分県宇佐市,宇佐市(大分県),15827,,無し
incineration_facility,豊後大野市清掃センター,"[131.50827, 32.954296]",大分県豊後大野市清川町三玉,豊後大野市(大分県),10387,,有り
incineration_facility,国東市クリーンセンター,"[131.732269, 33.563328]",大分県国東市,国東市(大分県),7364,,無し
incineration_facility,姫島村清掃センター,"[131.645157, 33.724514]",大分県東国東郡姫島村,姫島村(大分県),0,休止,無し
incineration_facility,姫島村清掃センター,"[131.645157, 33.724514]",大分県東国東郡姫島村,姫島村(大分県),491,新設（新規稼働）,有り
incineration_facility,玖珠清掃センター,"[131.151382, 33.283333]",大分県玖珠郡,玖珠九重行政事務組合(大分県),6543,,無し
incineration_facility,都城市クリーンセンター,"[131.061661, 31.719723]",宮崎県都城市,都城市(宮崎県),64224,,無し
incineration_facility,延岡市清掃工場,"[131.66507, 32.582176]",宮崎県延岡市,延岡市(宮崎県),42338,,無し
incineration_facility,日南市南郷清掃センター,"[131.306686, 31.543034]",宮崎県日南市南郷町榎原,日南市(宮崎県),0,休止,無し
incineration_facility,日南市クリーンセンター,"[131.378738, 31.60195]",宮崎県日南市,日南市(宮崎県),25759,,無し
incineration_facility,小林市清掃工場,"[130.973038, 31.996765]",宮崎県小林市,小林市(宮崎県),0,,無し
incineration_facility,えびの市美化センター,"[130.811111, 32.045555]",宮崎県えびの市,えびの市(宮崎県),7010,,無し
incineration_facility,綾町資源活用クリーンセンター,"[131.25293, 31.999063]",宮崎県綾町,綾町(宮崎県),0,廃止,無し
incineration_facility,鹿児島市南部清掃工場,"[130.526581, 31.52244]",鹿児島県鹿児島市南栄,鹿児島市(鹿児島県),31516,休止,無し
incineration_facility,鹿児島市北部清掃工場,"[130.557022, 31.596861]",鹿児島県鹿児島市,鹿児島市(鹿児島県),106626.91,,無し
incineration_facility,鹿児島市南部清掃工場,"[130.526581, 31.52244]",鹿児島県鹿児島市南栄,鹿児島市(鹿児島県),32723,新設（新規稼働）,無し
incineration_facility,日置市クリーン・リサイクルセンター,"[130.40239, 31.633722]",鹿児島県日置市,日置市(鹿児島県),11863,,無し
incineration_facility,曽於市クリーンセンター,"[131.019165, 31.65361]",鹿児島県曽於市,曽於市(鹿児島県),5883,,無し
incineration_facility,霧島市敷根清掃センターごみ処理施設,"[130.76329, 31.740877]",鹿児島県霧島市,霧島市(鹿児島県),34094,新設（建設中）,無し
incineration_facility,三島村黒島大里地区焼却処理施設,"[129.936325, 30.831541]",鹿児島県三島村黒島,三島村(鹿児島県),18,,無し
incineration_facility,さつま町クリーンセンター,"[130.45578, 31.905766]",鹿児島県さつま町,さつま町(鹿児島県),5420,,無し
incineration_facility,南種子町清掃センター,"[130.90094, 30.413904]",鹿児島県熊毛郡南種子町,南種子町(鹿児島県),1089,,無し
incineration_facility,屋久島クリーンサポートセンター,"[130.651108, 30.390165]",鹿児島県屋久島,屋久島町(鹿児島県),2214,,無し
incineration_facility,喜界町クリーンセンター,"[129.940002, 28.316944]",鹿児島県喜界町,喜界町(鹿児島県),2500,新設（新規稼働）,無し
incineration_facility,与論ｸﾘｰﾝｾﾝﾀｰ美ら島,"[128.421631, 27.044947]",鹿児島県大島郡与論町,与論町(鹿児島県),1969,,無し
incineration_facility,指宿広域クリーンセンター,"[130.633057, 31.252777]",鹿児島県指宿市,指宿広域市町村圏組合(鹿児島県),13953,,無し
incineration_facility,名瀬クリーンセンタ-,"[129.4832, 28.330383]",鹿児島県奄美市名瀬,大島地区衛生組合(鹿児島県),19369,,有り
incineration_facility,徳之島愛ランドクリーンセンター,"[129.018616, 27.726667]",鹿児島県大島郡徳之島町,徳之島愛ランド広域連合(鹿児島県),5965,,無し
incineration_facility,石垣市クリーンセンター,"[124.185249, 24.344419]",沖縄県石垣市,石垣市(沖縄県),15458,,無し
incineration_facility,浦添市クリーンセンター,"[127.72184, 26.245716]",沖縄県浦添市,浦添市(沖縄県),30919,,無し
incineration_facility,名護市環境センター,"[127.977501, 26.591667]",沖縄県名護市,名護市(沖縄県),15904,,無し
incineration_facility,宮古島市クリーンセンター（焼却棟）,"[125.294754, 24.78997]",沖縄県宮古島市,宮古島市(沖縄県),17286,,無し
incineration_facility,伊江村E＆Cセンター,"[127.807076, 26.713442]",沖縄県伊江村,伊江村(沖縄県),1376,,無し
incineration_facility,渡嘉敷村クリーンセンター,"[127.364365, 26.197502]",沖縄県渡嘉敷村,渡嘉敷村(沖縄県),292,,無し
incineration_facility,南大東村クリーンセンター,"[131.232101, 25.828751]",沖縄県島尻郡南大東村,南大東村(沖縄県),410,,無し
incineration_facility,北大東村ごみ処理施設,"[131.299042, 25.945831]",沖縄県島尻郡北大東村,北大東村(沖縄県),104,,無し
incineration_facility,伊平屋村クリーンセンター,"[127.968666, 27.039186]",沖縄県伊平屋村,伊平屋村(沖縄県),351,,無し
incineration_facility,伊是名村ごみ処理施設,"[127.941208, 26.928347]",沖縄県伊是名村,伊是名村(沖縄県),323,,無し
incineration_facility,久米島ニュークリーンセンター,"[126.804947, 26.340694]",沖縄県久米島,久米島町(沖縄県),2771,,無し
incineration_facility,与那国町ごみ焼却施設,"[123.004601, 24.468012]",沖縄県八重山郡与那国町,与那国町(沖縄県),472.8,新設（新規稼働）,無し
incineration_facility,那覇・南風原クリーンセンター,"[127.679108, 26.212374]",沖縄県那覇市,那覇市・南風原町環境施設組合(沖縄県),90922.06,,無し
