name,coordinates,local_government,fill_rate,landfill_site,waste_type,total_volume,facility_status,title
北九州市響灘西地区廃棄物処分場,"[130.875229, 33.883411]",北九州市(福岡県),14,海面,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,7150000,埋立中,福岡県北九州市
北九州市響灘廃棄物処分場,"[130.875229, 33.883411]",北九州市(福岡県),100,海面,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,10292000,埋立中,福岡県北九州市
福岡市今津埋立場,"[130.401672, 33.59]",福岡市(福岡県),100,平地,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,1740000,埋立終了,福岡県福岡市
福岡市中田埋立場,"[130.392822, 33.589203]",福岡市(福岡県),9,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,1833000,埋立中,福岡県福岡市中央区
福岡市伏谷埋立場,"[130.401672, 33.59]",福岡市(福岡県),30,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,3100000,埋立中,福岡県福岡市
大牟田市第三大浦谷埋立地,"[130.446106, 33.030277]",大牟田市(福岡県),54,山間,不燃ごみ・焼却残渣,288277,埋立中,福岡県大牟田市
久留米市高良内埋立地,"[130.58989, 33.284107]",久留米市(福岡県),98,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,811614,埋立中,福岡県久留米市高良内町
久留米市杉谷埋立地,"[130.508362, 33.319248]",久留米市(福岡県),100,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,82000,埋立前,福岡県久留米市
飯塚市埋立処分場,"[130.691254, 33.646446]",飯塚市(福岡県),14,平地,焼却残渣,26800,埋立中,福岡県飯塚市
柳川市橋本不燃物処理場,"[130.383163, 33.118305]",柳川市(福岡県),56,水面,不燃ごみ・直接搬入ごみ・焼却残渣,164514,埋立中,福岡県柳川市橋本町
太宰府市埋立処理地,"[130.523895, 33.512779]",太宰府市(福岡県),42,山間,破砕ごみ・中間処理残査,42500,埋立中,福岡県太宰府市
古賀市不燃物埋立地,"[130.470184, 33.728642]",古賀市(福岡県),37,山間,直接搬入ごみ,13381,埋立中,福岡県古賀市
宇美町衛生センター最終処分場,"[130.511108, 33.56778]",宇美町(福岡県),27,平地,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,80000,埋立中,福岡県宇美町
新宮町不燃物処理場,"[130.446671, 33.715279]",新宮町(福岡県),45,水面,不燃ごみ・直接搬入ごみ,4000,埋立中,福岡県新宮町
粕屋町駕与丁埋立場,"[130.480377, 33.608932]",粕屋町(福岡県),100,平地,可燃ごみ・焼却残渣,29725,埋立終了,福岡県粕屋町駕与丁
大島村一般廃棄物最終処分場,"[130.422653, 33.901234]",大島村(福岡県),5,山間,不燃ごみ・粗大ごみ・焼却残渣,3560,埋立中,福岡県宗像市大島
香春町柿下ごみ埋立処分場,"[130.874054, 33.648663]",香春町(福岡県),99,山間,不燃ごみ・粗大ごみ,91600,埋立終了,福岡県香春町柿下
柳川市、三橋市、大和町消防厚生事業組合一般廃棄物最終処分場,"[130.406113, 33.163055]",柳川市、三橋市、大和町消防厚生事業組合(福岡県),0,平地,焼却残渣,9600,埋立前,福岡県柳川市
糸島地区消防厚生施設組合最終処分場,"[130.195557, 33.55722]",糸島地区消防厚生施設組合(福岡県),100,山間,破砕ごみ・中間処理残査・焼却残渣,64600,埋立終了,福岡県糸島郡
糸島地区消防厚生施設組合糸島クリーンセンター埋立処分地施設,"[130.195557, 33.55722]",糸島地区消防厚生施設組合(福岡県),9,山間,その他,25600,埋立中,福岡県糸島郡
宗像・玄海衛生施設組合河東不燃物埋立処理場,"[130.540588, 33.80558]",宗像・玄海衛生施設組合(福岡県),63,山間,直接搬入ごみ,158340,埋立中,福岡県宗像郡
宮田町外三町じん芥処理施設組合泉水最終処分場,"[130.816422, 33.877392]",宮田町外三町じん芥処理施設組合(福岡県),99,山間,破砕ごみ・中間処理残査・焼却残渣,142000,埋立終了,福岡県北九州市八幡東区宮田町
宮田町外三町じん芥処理施設組合泉水最終処分場,"[130.816422, 33.877392]",宮田町外三町じん芥処理施設組合(福岡県),26,山間,破砕ごみ・中間処理残査・焼却残渣,64223,埋立中,福岡県北九州市八幡東区宮田町
八女西部広域事務組合一般廃棄物最終処分場,"[130.557785, 33.211945]",八女西部広域事務組合(福岡県),90,山間,その他,90400,埋立中,福岡県八女郡
豊前市外１町２村清掃施設組合清掃センター埋立処分地,"[131.12999, 33.611507]",豊前市外１町２村清掃施設組合(福岡県),40,山間,焼却残渣,46000,埋立中,福岡県豊前市
大野城太宰府環境施設組合埋立処分地施設,"[130.478699, 33.536278]",大野城太宰府環境施設組合(福岡県),74,山間,焼却残渣,108000,埋立中,福岡県大野城市
遠賀・中間地域広域行政事務組合岡垣清掃センター,"[130.668335, 33.848057]",遠賀・中間地域広域行政事務組合(福岡県),39,山間,破砕ごみ・中間処理残査・焼却残渣,209020,埋立中,福岡県遠賀郡
田川市川崎町清掃施設組合一般廃棄物最終処分場,"[130.793777, 33.642696]",田川市川崎町清掃施設組合(福岡県),72,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,106150,埋立中,福岡県田川市川宮
佐賀市廃棄物最終処分場,"[130.300888, 33.263512]",佐賀市(佐賀県),80,平地,不燃ごみ・その他・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,471300,埋立中,佐賀県佐賀市
唐津市東山不燃物処理場,"[129.906601, 33.430122]",唐津市(佐賀県),90,山間,不燃ごみ・粗大ごみ,14499,埋立中,佐賀県唐津市東山
鳥栖市衛生処理場,"[130.506134, 33.377846]",鳥栖市(佐賀県),100,平地,焼却残渣,28800,埋立終了,佐賀県鳥栖市
多久市清掃センター,"[130.110275, 33.288612]",多久市(佐賀県),100,山間,焼却残渣,3000,埋立終了,佐賀県多久市
伊万里市環境センター,"[129.880829, 33.264721]",伊万里市(佐賀県),70,山間,不燃ごみ・直接搬入ごみ・焼却残渣,70000,埋立中,佐賀県伊万里市
大和町クリーンセンター大和（埋立処分地施設）,"[130.252228, 33.287827]",大和町(佐賀県),22,山間,破砕ごみ・中間処理残査・焼却残渣,35000,埋立中,佐賀県佐賀市大和町
富士町富士クリーンセンター,"[130.158997, 33.362976]",富士町(佐賀県),14,平地,破砕ごみ・中間処理残査・焼却残渣,10088,埋立中,佐賀県佐賀市富士町
三瀬村三瀬ごみ処分地,"[130.286728, 33.44651]",三瀬村(佐賀県),100,山間,不燃ごみ,700,埋立終了,佐賀県佐賀市三瀬村三瀬
有田町不燃物捨場,"[129.849167, 33.210556]",有田町(佐賀県),14,山間,不燃ごみ,165000,埋立中,佐賀県西松浦郡有田町
太良町牛尾呂,"[130.179169, 33.019444]",太良町(佐賀県),38,山間,不燃ごみ,9000,埋立中,佐賀県太良町
唐津・東松浦広域市町村圏組合唐松清掃センター,"[129.968201, 33.450092]",唐津・東松浦広域市町村圏組合(佐賀県),88,山間,破砕ごみ・中間処理残査・焼却残渣,137200,埋立中,佐賀県唐津市
川副町・東与賀町清掃組合埋立処分地施設,"[130.304092, 33.166744]",川副町・東与賀町清掃組合(佐賀県),42,平地,不燃ごみ・焼却残渣,31880,埋立中,佐賀県佐賀市川副町
長崎市環境部東工場埋立処分地,"[129.877777, 32.750278]",長崎市(長崎県),98,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,790000,埋立中,長崎県長崎市
長崎市環境事業部三京クリーンランド埋立処分場（２工区）,"[129.877777, 32.750278]",長崎市(長崎県),40,山間,不燃ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,1748000,埋立中,長崎県長崎市
長崎市環境部三京クリーンランド埋立処分場（１工区）,"[129.877777, 32.750278]",長崎市(長崎県),100,山間,不燃ごみ・粗大ごみ・焼却残渣,646990,埋立終了,長崎県長崎市
佐世保市西部廃棄物処分場,"[129.710861, 33.176353]",佐世保市(長崎県),95,山間,直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,620000,埋立中,長崎県佐世保市西大久保町
島原市一般廃棄物最終処分場,"[130.3703, 32.787998]",島原市(長崎県),100,平地,不燃ごみ・焼却残渣,8871,埋立終了,長崎県島原市
諌早市廃棄物埋立処分場,"[130.053162, 32.84343]",諌早市(長崎県),56,平地,その他,24080,埋立中,長崎県諫早市
大村市一般廃棄物最終処分場,"[129.958328, 32.900002]",大村市(長崎県),45,山間,破砕ごみ・中間処理残査・焼却残渣,102000,埋立中,長崎県大村市
平戸市総合衛生センター,"[129.55365, 33.368046]",平戸市(長崎県),93,山間,不燃ごみ・直接搬入ごみ,8000,埋立中,長崎県平戸市
松浦市総合衛生センター埋立処分場,"[129.709167, 33.34111]",松浦市(長崎県),65,平地,焼却残渣,14535,埋立中,長崎県松浦市
高島町埋立地,"[129.587173, 33.177677]",高島町(長崎県),38,平地,破砕ごみ・中間処理残査,3000,埋立中,長崎県佐世保市高島町
西海町埋立地,"[129.774796, 32.859352]",西海町(長崎県),100,山間,破砕ごみ・中間処理残査・焼却残渣,40805,埋立中,長崎県長崎市西海町
大島町不燃物処分場,"[129.608215, 33.044388]",大島町(長崎県),87,水面,破砕ごみ・中間処理残査・焼却残渣,11682,埋立中,長崎県西海市大島町
崎戸町江島埋立地,"[129.352142, 33.009331]",崎戸町(長崎県),82,山間,不燃ごみ・その他,1021,埋立中,長崎県西海市崎戸町江島
崎戸町平島埋立地,"[129.241623, 33.006306]",崎戸町(長崎県),16,山間,不燃ごみ・その他,9569,埋立中,長崎県西海市崎戸町平島
小値賀町西目最終処分場,"[129.058899, 33.191029]",小値賀町(長崎県),76,海面,不燃ごみ・その他・破砕ごみ・中間処理残査,39500,埋立中,長崎県小値賀町
荒川郷布浦埋立地,"[129.045593, 32.917118]",玉之浦町(長崎県),56,山間,不燃ごみ,800,埋立中,長崎県新上五島町荒川郷
厳原町久田不燃物捨場,"[129.27597, 34.186432]",厳原町(長崎県),93,山間,不燃ごみ・直接搬入ごみ・粗大ごみ,149459,埋立中,長崎県対馬市厳原町久田
佐世保広域圏北部塵芥処理一部事務組合小坂最終処分場,"[129.715363, 33.179985]",佐世保広域圏北部塵芥処理一部事務組合(長崎県),93,山間,破砕ごみ・中間処理残査・焼却残渣,30800,埋立中,長崎県佐世保市
島原地域広域市町村圏組合不燃性廃棄物最終処分場,"[130.3703, 32.787998]",島原地域広域市町村圏組合(長崎県),68,山間,破砕ごみ・中間処理残査,59200,埋立中,長崎県島原市
対馬中部地区清掃一部事務組合最終処分場,"[129.287506, 34.202778]",対馬中部地区清掃一部事務組合(長崎県),37,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,29100,埋立中,長崎県対馬支庁
熊本市扇田環境センター,"[130.708054, 32.803333]",熊本市(熊本県),86,山間,不燃ごみ・その他・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,1580000,埋立中,熊本県熊本市
八代市水島最終処分場,"[130.574524, 32.468941]",八代市(熊本県),81,平地,破砕ごみ・中間処理残査・焼却残渣,62579,埋立中,熊本県八代市水島町
荒尾市一般廃棄物最終処分場（金山埋立地）,"[130.447098, 32.967369]",荒尾市(熊本県),69,山間,不燃ごみ,131800,埋立中,熊本県荒尾市一部
水俣市岡山不燃物埋立地,"[130.408615, 32.211746]",水俣市(熊本県),87,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,127000,埋立中,熊本県水俣市
菊池市陣内埋立地暫定施設,"[130.813217, 32.979736]",菊池市(熊本県),61,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,5000,埋立中,熊本県菊池市
玉東町塵芥処理地,"[130.628616, 32.918888]",玉東町(熊本県),82,山間,破砕ごみ・中間処理残査・焼却残渣,2236,埋立終了,熊本県玉東町
波野村笹倉不燃物埋立処分場,"[131.236572, 32.94286]",波野村(熊本県),100,山間,不燃ごみ・直接搬入ごみ・粗大ごみ,1066,埋立終了,熊本県阿蘇市波野
田浦町ごみ最終処分場第７,"[130.501129, 32.367813]",田浦町(熊本県),83,山間,破砕ごみ・中間処理残査・焼却残渣,288,埋立中,熊本県芦北町田浦町
田浦町ごみ最終処分場赤松第四最終処分場,"[130.501129, 32.367813]",田浦町(熊本県),100,山間,破砕ごみ・中間処理残査・焼却残渣,165,埋立終了,熊本県芦北町田浦町
芦北町立埋立処分地,"[130.560822, 32.329479]",芦北町(熊本県),100,山間,破砕ごみ・中間処理残査・焼却残渣,10548,埋立終了,熊本県芦北町立川
津奈木町一般廃棄物最終処分場,"[130.439865, 32.23378]",津奈木町(熊本県),96,平地,破砕ごみ・中間処理残査・焼却残渣,1650,埋立中,熊本県葦北郡津奈木町
御所浦町一般廃棄物最終処分場,"[131.049789, 32.741211]",御所浦町(熊本県),84,海面,破砕ごみ・中間処理残査・焼却残渣,5956,埋立中,熊本県山都町御所
菊池南部清掃組合立環境美化センター埋立処分場,"[130.813217, 32.979736]",菊池南部清掃組合(熊本県),3,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,102200,埋立中,熊本県菊池郡
菊池南部清掃組合立杉水埋立処分場,"[130.813217, 32.979736]",菊池南部清掃組合(熊本県),63,平地,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,148800,埋立中,熊本県菊池郡
御船町・甲佐町衛生施設組合最終処分場,"[130.801895, 32.714584]",御船町・甲佐町衛生施設組合(熊本県),100,山間,粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,36100,埋立終了,熊本県御船町
宇土富合清掃センター組合最終処分場,"[130.659683, 32.688042]",宇土富合清掃センター組合(熊本県),26,山間,粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,42410,埋立中,熊本県宇土郡
山鹿・鹿本広域行政事務組合最終処分場,"[131.192062, 33.005806]",山鹿・鹿本広域行政事務組合(熊本県),6,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,242020,埋立中,熊本県産山村山鹿
山鹿・鹿本広域行政事務組合最終処分場,"[131.192062, 33.005806]",山鹿・鹿本広域行政事務組合(熊本県),100,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,217100,埋立終了,熊本県産山村山鹿
西天草清掃施設一部事務組合最終処分場,"[130.828812, 32.172573]",西天草清掃施設一部事務組合(熊本県),87,山間,破砕ごみ・中間処理残査・焼却残渣,10231,埋立終了,熊本県錦町西
天草中央衛生施設一部事務組合新白洲一般廃棄物最終処分場,"[130.193451, 32.458923]",天草中央衛生施設一部事務組合(熊本県),35,海面,破砕ごみ・中間処理残査・焼却残渣,99800,埋立中,熊本県天草郡
阿蘇広域行政事務組合南部清掃センター最終処分場,"[131.121384, 32.952221]",阿蘇広域行政事務組合(熊本県),100,山間,破砕ごみ・中間処理残査・焼却残渣,6820,埋立終了,熊本県阿蘇郡
阿蘇広域行政事務組合中部清掃センター,"[131.121384, 32.952221]",阿蘇広域行政事務組合(熊本県),33,山間,破砕ごみ・中間処理残査・焼却残渣,54000,埋立中,熊本県阿蘇郡
人吉球磨広域行政組合梢山最終処分場,"[130.760162, 32.205631]",人吉球磨広域行政組合(熊本県),100,山間,破砕ごみ・中間処理残査・焼却残渣,4952,埋立中,熊本県人吉市
人吉球磨広域行政組合深田最終処分場,"[130.760162, 32.205631]",人吉球磨広域行政組合(熊本県),65,山間,不燃ごみ・直接搬入ごみ・焼却残渣,95800,埋立中,熊本県人吉市
有明広域行政事務組合第２最終処分場,"[130.452362, 32.916203]",有明広域行政事務組合(熊本県),56,山間,破砕ごみ・中間処理残査・焼却残渣,9983,埋立中,熊本県長洲町有明
有明広域事務組合東部最終処分場,"[130.452362, 32.916203]",有明広域事務組合(熊本県),4,山間,破砕ごみ・中間処理残査・焼却残渣,79500,埋立中,熊本県長洲町有明
有明広域行政事務組合第１最終処分場,"[130.452362, 32.916203]",有明広域行政事務組合(熊本県),65,山間,破砕ごみ・中間処理残査・焼却残渣,26980,埋立中,熊本県長洲町有明
宇城八か町村清掃施設組合栗崎最終処分場,"[130.684357, 32.647846]",宇城八か町村清掃施設組合(熊本県),78,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,18200,埋立中,熊本県宇城市
大分市東部清掃センター,"[131.542542, 33.213455]",大分市(大分県),45,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,1124000,埋立中,大分県大分市東院
大分市鬼崎不燃物処理場埋立場,"[131.531601, 33.19297]",大分市(大分県),62,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,2840000,埋立中,大分県大分市鬼崎
別府市南畑不燃物埋立場,"[131.49028, 33.302036]",別府市(大分県),63,山間,不燃ごみ,625000,埋立中,大分県別府市南須賀
中津市一般廃棄物埋立処分場,"[131.20546, 33.591496]",中津市(大分県),54,平地,その他・破砕ごみ・中間処理残査・焼却残渣,135850,埋立中,大分県中津市一ツ松
佐伯市一般廃棄物最終処分場,"[131.900009, 32.959805]",佐伯市(大分県),84,平地,粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,114729,埋立中,大分県佐伯市
臼杵市不燃物処理センター,"[131.804718, 33.125832]",臼杵市(大分県),90,山間,不燃ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,77183,埋立中,大分県臼杵市
津久見市最終処分場,"[131.861191, 33.072342]",津久見市(大分県),28,山間,不燃ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,40480,埋立中,大分県津久見市
佐賀関町埋立処分場（新）,"[131.884079, 33.253567]",佐賀関町(大分県),24,山間,可燃ごみ・不燃ごみ・直接搬入ごみ・粗大ごみ,22000,埋立中,大分県大分市佐賀関
宇目町喜太郎最終処分場,"[131.711624, 32.824474]",宇目町(大分県),39,平地,不燃ごみ・その他・焼却残渣,1365,埋立中,大分県佐伯市宇目
蒲江町高山埋立地,"[131.905014, 32.802284]",蒲江町(大分県),100,水面,不燃ごみ・直接搬入ごみ,36000,埋立中,大分県佐伯市蒲江
蒲江町一般廃棄物最終処分場,"[131.905014, 32.802284]",蒲江町(大分県),0,山間,不燃ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,25000,埋立前,大分県佐伯市蒲江
宇佐清掃事業組合不燃物処理場,"[131.350342, 33.532326]",宇佐清掃事業組合(大分県),64,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,111840,埋立中,大分県宇佐郡
日田玖珠広域市町村圏事務組合玖珠清掃センター最終処分場,"[130.941391, 33.32111]",日田玖珠広域市町村圏事務組合(大分県),0,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,35000,埋立前,大分県日田郡
日田玖珠広域市町村圏事務組合日田清掃センター最終処分場,"[130.941391, 33.32111]",日田玖珠広域市町村圏事務組合(大分県),42,山間,不燃ごみ・直接搬入ごみ・焼却残渣,113575,埋立中,大分県日田郡
中津下毛地域広域市町村圏事務組合一般廃棄物の最終処分場,"[131.188339, 33.598331]",中津下毛地域広域市町村圏事務組合(大分県),33,平地,焼却残渣,1357,埋立中,大分県中津市
高田地域衛生事業組合一般廃棄物最終処分場,"[131.431992, 33.561577]",高田地域衛生事業組合(大分県),38,山間,破砕ごみ・中間処理残査・焼却残渣,6000,埋立中,大分県豊後高田市高田
鶴見米水津清掃組合最終処分場,"[131.981766, 32.937531]",鶴見米水津清掃組合(大分県),66,平地,破砕ごみ・中間処理残査・焼却残渣,2050,埋立中,大分県佐伯市鶴見
南郡西部清掃組合直川最終処分場,"[131.682953, 33.211014]",南郡西部清掃組合(大分県),100,山間,破砕ごみ・中間処理残査・焼却残渣,1200,埋立中,大分県大分市南
南郡西部清掃組合本匠最終処分場,"[131.682953, 33.211014]",南郡西部清掃組合(大分県),0,山間,その他・破砕ごみ・中間処理残査・焼却残渣,1000,埋立前,大分県大分市南
竹田直入広域連合清掃センター,"[131.398178, 32.973476]",竹田直入広域連合(大分県),49,山間,直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,32661,埋立中,大分県竹田市
宮崎市萩の台埋立処分場,"[131.420273, 31.907778]",宮崎市(宮崎県),100,山間,不燃ごみ・直接搬入ごみ,1700000,埋立終了,宮崎県宮崎市
宮崎市たらのき台不燃物埋立場,"[131.420273, 31.907778]",宮崎市(宮崎県),84,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,1280000,埋立中,宮崎県宮崎市
都城市一般廃棄物最終処分場,"[131.093353, 31.721836]",都城市(宮崎県),25,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,343000,埋立中,宮崎県都城市一万城町
延岡市川島埋立場,"[131.704376, 32.623241]",延岡市(宮崎県),78,山間,不燃ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,586000,埋立中,宮崎県延岡市川島町
小林市一般廃棄物最終処分場,"[130.973038, 31.996765]",小林市(宮崎県),35,山間,不燃ごみ・直接搬入ごみ・焼却残渣,247400,埋立中,宮崎県小林市
日向市不燃物最終処分場,"[131.626511, 32.438335]",日向市(宮崎県),94,山間,その他・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,275000,埋立中,宮崎県日向市不動寺
日向市一般廃棄物最終処分場（第４期埋立地）,"[131.624405, 32.422485]",日向市(宮崎県),4,山間,その他・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,127000,埋立中,宮崎県日向市
