factory_type,name,coordinates,address,local_government,annual_throughput,remarks,industrial_waste,resource_recovery,waste_for_processing,processing_method,facility_changes,industrial_waste_transport,reuse_and_repair_features
bulky_waste,東金市外三市町環境クリーンセンター(粗大ごみ処理施設),"[140.366119, 35.559998]",千葉県東金市,東金市外三市町清掃組合(千葉県),2058,691,無し,691,粗大ごみ・不燃ごみ,破砕,,機能なし
bulky_waste,印西クリーンセンター,"[140.145798, 35.832336]",千葉県印西市,印西地区環境整備事業組合(千葉県),2730,837,無し,837,粗大ごみ・不燃ごみ,併用,,機能なし
bulky_waste,立川市総合リサイクルセンター,"[139.407776, 35.71389]",東京都立川市,立川市(東京都),9781,7485,無し,7485,粗大ごみ・不燃ごみ・その他・資源ごみ,圧縮,,修理・展示・販売
bulky_waste,青梅市リサイクルセンター(破砕選別処理施設),"[139.275848, 35.787956]",東京都青梅市,青梅市(東京都),10270,8264,無し,8264,粗大ごみ・不燃ごみ・その他・資源ごみ,併用,,修理・展示・販売
bulky_waste,昭島市環境コミュニケーションセンター,"[139.353607, 35.705673]",東京都昭島市,昭島市(東京都),2666,1254,無し,1254,粗大ごみ・不燃ごみ,破砕,,修理・展示・譲渡
bulky_waste,町田市バイオエネルギーセンター,"[139.438644, 35.546604]",東京都町田市,町田市(東京都),2241,469,無し,469,粗大ごみ・不燃ごみ,破砕,新設（新規稼働）,修理・展示・販売
bulky_waste,小金井市中間処理場,"[139.518555, 35.697956]",東京都小金井市中町,小金井市(東京都),4754,2960,無し,2960,粗大ごみ・不燃ごみ,併用,,機能なし
bulky_waste,日野市クリーンセンター粗大ごみ処理施設,"[139.395004, 35.671391]",東京都日野市,日野市(東京都),0,0,無し,0,粗大ごみ・不燃ごみ,破砕,休止,機能なし
bulky_waste,国分寺市清掃センター,"[139.463272, 35.71035]",東京都国分寺市,国分寺市(東京都),6878,4782,無し,4782,粗大ごみ・不燃ごみ・資源ごみ,併用,,修理・販売・譲渡
bulky_waste,国立市環境センター,"[139.441391, 35.683968]",東京都国立市,国立市(東京都),5826,5826,無し,5826,粗大ごみ・不燃ごみ・その他・資源ごみ,併用,,機能なし
bulky_waste,福生市リサイクルセンター,"[139.32695, 35.738461]",東京都福生市,福生市(東京都),2796,1825,無し,1825,粗大ごみ・不燃ごみ・その他・資源ごみ,併用,,修理・展示・販売
bulky_waste,羽村市リサイクルセンター,"[139.311111, 35.767223]",東京都羽村市,羽村市(東京都),2657,1633,無し,1633,粗大ごみ・不燃ごみ・資源ごみ,併用,,修理・展示・販売・譲渡
bulky_waste,新島村金属圧縮処理場,"[139.256958, 34.377151]",東京都新島村,新島村(東京都),0,,無し,,その他,圧縮,休止,機能なし
bulky_waste,神津島村粗大ゴミ処理場,"[139.134521, 34.20549]",東京都神津島村,神津島村(東京都),613,12,無し,12,粗大ごみ・不燃ごみ・その他,併用,,機能なし
bulky_waste,多摩清掃工場,"[139.446396, 35.636944]",東京都多摩市,多摩ニュータウン環境組合(東京都),4693,1127,無し,1127,粗大ごみ・不燃ごみ,併用,,修理・販売
bulky_waste,鶴見資源化センター,"[139.682388, 35.508492]",神奈川県横浜市鶴見区,横浜市(神奈川県),3775,,無し,,粗大ごみ・可燃ごみ,破砕,,機能なし
bulky_waste,王禅寺処理センター資源化処理施設,"[139.522263, 35.586147]",神奈川県川崎市麻生区王禅寺,川崎市(神奈川県),8267,,無し,,粗大ごみ・資源ごみ,併用,,機能なし
bulky_waste,相模原市北清掃工場粗大ごみ処理施設,"[139.373337, 35.571388]",神奈川県相模原市,相模原市(神奈川県),4827,1146,無し,1146,粗大ごみ,破砕,,機能なし
bulky_waste,鎌倉市今泉クリーンセンター,"[139.570465, 35.340115]",神奈川県鎌倉市今泉,鎌倉市(神奈川県),193,,無し,,粗大ごみ,破砕,,機能なし
bulky_waste,鎌倉市名越クリーンセンター,"[139.546936, 35.319225]",神奈川県鎌倉市,鎌倉市(神奈川県),286,,無し,,粗大ごみ,破砕,,機能なし
bulky_waste,鎌倉市今泉クリーンセンター,"[139.570465, 35.340115]",神奈川県鎌倉市今泉,鎌倉市(神奈川県),63,63,無し,63,粗大ごみ,圧縮,,機能なし
bulky_waste,鎌倉市名越クリーンセンター,"[139.546936, 35.319225]",神奈川県鎌倉市,鎌倉市(神奈川県),95,95,無し,95,粗大ごみ,圧縮,,機能なし
bulky_waste,小田原市リサイクルセンター(不燃性粗大ごみ処理施設),"[139.152222, 35.264725]",神奈川県小田原市,小田原市(神奈川県),3621,3072,無し,3072,粗大ごみ・不燃ごみ,圧縮,,機能なし
bulky_waste,茅ヶ崎市粗大ごみ処理施設,"[139.403687, 35.333874]",神奈川県茅ヶ崎市,茅ヶ崎市(神奈川県),7948,1245,無し,1245,粗大ごみ・不燃ごみ,破砕,,機能なし
bulky_waste,逗子市清掃センターじん芥処理場,"[139.580429, 35.295574]",神奈川県逗子市,逗子市(神奈川県),930,225,無し,225,粗大ごみ・不燃ごみ,併用,,機能なし
bulky_waste,厚木市環境センター,"[139.362503, 35.443054]",神奈川県厚木市,厚木市(神奈川県),1296,643,無し,643,粗大ごみ・不燃ごみ,破砕,,機能なし
bulky_waste,大和市環境管理センター,"[139.458054, 35.487499]",神奈川県大和市,大和市(神奈川県),2102,940,無し,940,粗大ごみ・不燃ごみ,併用,,機能なし
bulky_waste,南足柄市清掃工場,"[139.100006, 35.320557]",神奈川県南足柄市,南足柄市(神奈川県),291.02,,無し,,粗大ごみ・可燃ごみ,破砕,,機能なし
bulky_waste,箱根町環境センター清掃第1清掃プラント粗大ごみ処理施設,"[139.106949, 35.232388]",神奈川県足柄下郡箱根町,箱根町(神奈川県),1710,264,無し,264,粗大ごみ・不燃ごみ・可燃ごみ・資源ごみ,破砕,,機能なし
bulky_waste,愛川町美化プラント,"[139.321671, 35.528889]",神奈川県愛甲郡愛川町,愛川町(神奈川県),1342,431,無し,431,粗大ごみ・不燃ごみ・資源ごみ,併用,,機能なし
bulky_waste,湯河原町真鶴町衛生組合粗大ごみ処理施設,"[139.108337, 35.147778]",神奈川県足柄下郡湯河原町,湯河原町真鶴町衛生組合(神奈川県),697,497,無し,497,粗大ごみ・不燃ごみ・資源ごみ,併用,,機能なし
bulky_waste,新潟市亀田清掃センター粗大ごみ処理施設,"[139.036545, 37.916077]",新潟県新潟市,新潟市(新潟県),7238,1039,無し,1039,粗大ごみ・不燃ごみ・資源ごみ,併用,,機能なし
bulky_waste,新潟市鎧潟クリーンセンター粗大ごみ処理施設,"[139.036545, 37.916077]",新潟県新潟市,新潟市(新潟県),1092,,無し,,粗大ごみ,破砕,,機能なし
bulky_waste,三条市清掃センターリサイクル設備,"[138.96167, 37.636387]",新潟県三条市,三条市(新潟県),861,420,無し,420,粗大ごみ・不燃ごみ,併用,,機能なし
bulky_waste,村上市ごみ処理場　粗大処理施設(エコパークむらかみ),"[139.480011, 38.224163]",新潟県村上市,村上市(新潟県),1750,326.9,有り,326.9,粗大ごみ・不燃ごみ・可燃ごみ・資源ごみ,破砕,,機能なし
bulky_waste,津南地域衛生施設組合粗大ごみ処理施設,"[138.652496, 37.014168]",新潟県中魚沼郡津南町,津南地域衛生施設組合(新潟県),48,48,無し,48,資源ごみ,併用,,機能なし
bulky_waste,燕・弥彦総合事務組合環境センター粗大ごみ処理施設,"[138.882095, 37.673161]",新潟県燕市,燕・弥彦総合事務組合(新潟県),1623,701,無し,701,粗大ごみ・不燃ごみ・可燃ごみ・資源ごみ,併用,,機能なし
bulky_waste,新発田広域不燃物処理場,"[139.327103, 37.947952]",新潟県新発田市,新発田地域広域事務組合(新潟県),1566.72,,無し,,粗大ごみ・不燃ごみ,併用,,機能なし
bulky_waste,氷見市不燃物処理センター,"[136.972794, 36.85598]",富山県氷見市,氷見市(富山県),898,109,有り,109,不燃ごみ,破砕,,機能なし
bulky_waste,敦賀市清掃センター,"[136.076767, 35.651669]",福井県敦賀市清水町,敦賀市(福井県),2939.78,543.95,無し,543.95,粗大ごみ,破砕,,展示
bulky_waste,鯖江広域衛生施設組合　鯖江クリーンセンター　粗大ごみ処理施設,"[136.184448, 35.956665]",福井県鯖江市,鯖江広域衛生施設組合(福井県),5316,,無し,,粗大ごみ・不燃ごみ,破砕,,機能なし
bulky_waste,富士河口湖町じん芥処理場,"[138.755005, 35.497223]",山梨県南都留郡富士河口湖町,富士河口湖町(山梨県),1098,304,無し,304,粗大ごみ・不燃ごみ・資源ごみ,併用,,展示・譲渡
bulky_waste,甲府・峡東クリーンセンター(リサイクル棟),"[138.568298, 35.662231]",山梨県甲府市,甲府・峡東地域ごみ処理施設事務組合(山梨県),4203,,無し,,粗大ごみ・不燃ごみ・可燃ごみ・資源ごみ,破砕,,機能なし
bulky_waste,須坂市粗大ごみ処理施設,"[138.307251, 36.6511]",長野県須坂市,須坂市(長野県),439,224,無し,224,粗大ごみ・不燃ごみ,併用,,機能なし
bulky_waste,軽井沢町じん芥処理場,"[138.596954, 36.348331]",長野県軽井沢町,軽井沢町(長野県),407,188,無し,188,粗大ごみ・不燃ごみ・資源ごみ,併用,,機能なし
bulky_waste,高山市資源リサイクルセンター破砕施設,"[137.252243, 36.146049]",岐阜県高山市,高山市(岐阜県),1275.24,0,無し,0,粗大ごみ,破砕,,機能なし
bulky_waste,各務原市北清掃センター,"[136.84848, 35.398621]",岐阜県各務原市,各務原市(岐阜県),3347.34,473.06,有り,473.06,粗大ごみ・不燃ごみ,破砕,,機能なし
bulky_waste,山県市クリーンセンター,"[136.781387, 35.506111]",岐阜県山県市,山県市(岐阜県),395,113,無し,113,粗大ごみ・不燃ごみ,破砕,,機能なし
bulky_waste,浜松市平和破砕処理センター,"[137.726303, 34.710808]",静岡県浜松市,浜松市(静岡県),10764,1978,無し,1978,粗大ごみ・不燃ごみ,併用,,機能なし
bulky_waste,浜松市浜北清掃センター(切断機),"[137.783157, 34.791546]",静岡県浜松市浜北区,浜松市(静岡県),0,0,無し,0,粗大ごみ,破砕,休止,機能なし
bulky_waste,沼津市清掃プラント破砕処理施設,"[138.863617, 35.095554]",静岡県沼津市,沼津市(静岡県),1200,,無し,,粗大ごみ・不燃ごみ・可燃ごみ・資源ごみ,破砕,,機能なし
bulky_waste,三島市粗大ごみ処理施設,"[138.918564, 35.118507]",静岡県三島市,三島市(静岡県),1694,505,無し,505,粗大ごみ・不燃ごみ・その他・資源ごみ,併用,,機能なし
bulky_waste,富士宮市清掃センター,"[138.621613, 35.221977]",静岡県富士宮市,富士宮市(静岡県),3286,1034,無し,1034,粗大ごみ・不燃ごみ・可燃ごみ・資源ごみ,破砕,,機能なし
bulky_waste,伊東市御石ヶ沢清掃工場破砕施設,"[139.101944, 34.965832]",静岡県伊東市,伊東市(静岡県),143,7.6,無し,7.6,粗大ごみ・不燃ごみ,破砕,,機能なし
bulky_waste,伊東市御石ヶ沢清掃工場圧縮施設,"[139.101944, 34.965832]",静岡県伊東市,伊東市(静岡県),496.83,417.3,無し,417.3,粗大ごみ・不燃ごみ,圧縮,,機能なし
bulky_waste,伊東市御石ヶ沢清掃工場圧縮施設,"[139.101944, 34.965832]",静岡県伊東市,伊東市(静岡県),327.77,275.3,無し,275.3,粗大ごみ・不燃ごみ,圧縮,,機能なし
bulky_waste,裾野市美化センター,"[138.906662, 35.173889]",静岡県裾野市,裾野市(静岡県),293,0,無し,0,粗大ごみ・資源ごみ,併用,,機能なし
bulky_waste,湖西市環境センター,"[137.531647, 34.718472]",静岡県湖西市,湖西市(静岡県),1785,244,無し,244,粗大ごみ・不燃ごみ・可燃ごみ,併用,,機能なし
bulky_waste,函南町リサイクルプラザ,"[138.953339, 35.08889]",静岡県田方郡函南町,函南町(静岡県),1414,248,無し,248,粗大ごみ・不燃ごみ・資源ごみ,併用,,修理
bulky_waste,牧之原市御前崎市広域施設組合粗大ごみ処理施設,"[138.224655, 34.740009]",静岡県牧之原市,牧之原市御前崎市広域施設組合(静岡県),348,348,無し,348,資源ごみ,破砕,,機能なし
bulky_waste,名古屋市愛岐処分場小規模破砕設備,"[136.90657, 35.181438]",愛知県名古屋市,名古屋市(愛知県),644,,無し,,粗大ごみ,破砕,,機能なし
bulky_waste,名古屋市大江破砕工場,"[136.90657, 35.181438]",愛知県名古屋市,名古屋市(愛知県),26322.19,1492.86,無し,1492.86,粗大ごみ・不燃ごみ,破砕,,機能なし
bulky_waste,豊橋市資源化センター(再利用施設),"[137.391388, 34.769169]",愛知県豊橋市,豊橋市(愛知県),15755,1574,有り,1574,粗大ごみ・不燃ごみ・その他・可燃ごみ,併用,,機能なし
bulky_waste,一宮市リサイクルセンター,"[136.802979, 35.303837]",愛知県一宮市,一宮市(愛知県),6922,623,無し,623,粗大ごみ・不燃ごみ,破砕,,機能なし
bulky_waste,半田市粗大ごみ処理施設,"[136.938004, 34.891808]",愛知県半田市,半田市(愛知県),2584,,無し,,粗大ごみ・不燃ごみ,破砕,,機能なし
bulky_waste,春日井市クリーンセンター粗大ごみ処理施設,"[136.972229, 35.247501]",愛知県春日井市,春日井市(愛知県),1626.39,166.63,無し,166.63,粗大ごみ・不燃ごみ・その他,破砕,,機能なし
bulky_waste,犬山市都市美化センター,"[136.944427, 35.378441]",愛知県犬山市,犬山市(愛知県),1315,291,無し,291,粗大ごみ・不燃ごみ,破砕,,機能なし
bulky_waste,稲沢市環境センター,"[136.780273, 35.248055]",愛知県稲沢市,稲沢市(愛知県),2996,431,無し,431,粗大ごみ・不燃ごみ,併用,,機能なし
bulky_waste,東海市清掃センター,"[136.902328, 35.022957]",愛知県東海市,東海市(愛知県),1148,266,無し,266,粗大ごみ・不燃ごみ・資源ごみ,併用,,機能なし
bulky_waste,知多市清掃センター,"[136.874832, 34.98896]",愛知県知多市清水が丘,知多市(愛知県),2819,429,無し,429,粗大ごみ・不燃ごみ,破砕,,機能なし
bulky_waste,常滑武豊衛生組合クリーンセンター粗大ごみ処理施設,"[136.854477, 34.896088]",愛知県常滑市,常滑武豊衛生組合(愛知県),506,166,無し,166,粗大ごみ・不燃ごみ,併用,廃止,機能なし
bulky_waste,知多南部クリーンセンター(リサイクルプラザ),"[136.864761, 34.996532]",愛知県知多郡,知多南部衛生組合(愛知県),910,206,無し,206,粗大ごみ・不燃ごみ・資源ごみ,破砕,,修理・譲渡
bulky_waste,知多南部広域環境センター,"[136.864761, 34.996532]",愛知県知多郡,知多南部広域環境組合(愛知県),334.59,60.43,無し,60.43,粗大ごみ・不燃ごみ,破砕,新設（建設中）・新設（新規稼働）,機能なし
bulky_waste,四日市市クリーンセンター,"[136.624451, 34.965118]",三重県四日市市,四日市市(三重県),4010,31,無し,31,粗大ごみ・不燃ごみ・その他,破砕,,機能なし
bulky_waste,松阪市クリーンセンター,"[136.527618, 34.577972]",三重県松阪市,松阪市(三重県),2777,0,無し,0,粗大ごみ・不燃ごみ,併用,,機能なし
bulky_waste,鈴鹿市不燃物リサイクルセンター,"[136.584213, 34.881855]",三重県鈴鹿市,鈴鹿市(三重県),0,0,無し,0,粗大ごみ・不燃ごみ・資源ごみ,破砕,休止,機能なし
bulky_waste,尾鷲市清掃工場,"[136.190979, 34.070786]",三重県尾鷲市,尾鷲市(三重県),132,,無し,,粗大ごみ,併用,,機能なし
bulky_waste,亀山市破砕粗大ごみ処理施設,"[136.45166, 34.855831]",三重県亀山市,亀山市(三重県),601,264,有り,264,粗大ごみ・資源ごみ,破砕,,機能なし
bulky_waste,亀山市適正処理困難物二軸破砕施設,"[136.45166, 34.855831]",三重県亀山市,亀山市(三重県),3298,,有り,,粗大ごみ・不燃ごみ・可燃ごみ,破砕,,機能なし
bulky_waste,志摩市志摩清掃センター粗大ゴミ処理施設,"[136.785141, 34.266602]",三重県志摩市志摩町越賀,志摩市(三重県),0,0,無し,0,粗大ごみ・不燃ごみ,併用,休止,機能なし
bulky_waste,伊賀南部クリーンセンター,"[136.142258, 34.749832]",三重県伊賀市,伊賀南部環境衛生組合(三重県),2453,450,有り,450,粗大ごみ・不燃ごみ,破砕,,機能なし
bulky_waste,大津市北部クリーンセンター破砕処理施設,"[135.961655, 35.259445]",滋賀県大津市北小松,大津市(滋賀県),2807,644,無し,644,粗大ごみ・不燃ごみ・資源ごみ,併用,廃止,機能なし
bulky_waste,大津市環境美化センター破砕処理施設,"[135.854721, 35.017776]",滋賀県大津市,大津市(滋賀県),2473,515,無し,515,粗大ごみ・不燃ごみ,破砕,,機能なし
bulky_waste,彦根市清掃センター,"[136.210388, 35.227692]",滋賀県彦根市清崎町,彦根市(滋賀県),2050,486,無し,486,粗大ごみ,併用,,機能なし
bulky_waste,近江八幡市環境エネルギーセンター,"[136.097961, 35.128323]",滋賀県近江八幡市,近江八幡市(滋賀県),1619,302,無し,302,粗大ごみ・不燃ごみ,破砕,,機能なし
bulky_waste,守山市環境センターリサイクル施設,"[135.994446, 35.058887]",滋賀県守山市,守山市(滋賀県),803,173,無し,173,粗大ごみ・不燃ごみ,破砕,新設（新規稼働）,機能なし
bulky_waste,栗東市環境センター,"[135.998062, 35.021667]",滋賀県栗東市,栗東市(滋賀県),1355,264,無し,264,粗大ごみ・不燃ごみ・資源ごみ,破砕,,機能なし
bulky_waste,湖南市リサイクルプラザ,"[136.084641, 35.003849]",滋賀県湖南市,湖南市(滋賀県),566,406,無し,406,粗大ごみ・不燃ごみ・資源ごみ,併用,,機能なし
bulky_waste,高島市環境センター,"[136.035797, 35.353054]",滋賀県高島市,高島市(滋賀県),1287,897,無し,897,粗大ごみ・不燃ごみ・資源ごみ,併用,,修理・展示・販売
bulky_waste,京都市東北部クリーンセンター破砕施設,"[135.776398, 34.997093]",京都府京都市東山区,京都市(京都府),10104.2,28.13,無し,28.13,粗大ごみ,破砕,,機能なし
bulky_waste,京都市南部クリーンセンター（選別資源化施設）,"[135.746429, 34.97665]",京都府京都市南区,京都市(京都府),13604.7062771922,998.58,無し,998.58,粗大ごみ,破砕,,機能なし
bulky_waste,相楽東部クリーンセンター,"[135.80304, 34.739216]",京都府木津川市相楽東戸崎,相楽東部広域連合(京都府),0,0,無し,0,粗大ごみ・不燃ごみ,併用,休止,機能なし
bulky_waste,堺市クリーンセンター東工場第一破砕施設,"[135.483063, 34.573334]",大阪府堺市,堺市(大阪府),4928.38,446.24,無し,446.24,粗大ごみ,併用,,機能なし
bulky_waste,堺市クリーンセンター東工場第二破砕施設,"[135.483063, 34.573334]",大阪府堺市,堺市(大阪府),5865.43,,無し,,粗大ごみ,併用,,機能なし
bulky_waste,堺市クリーンセンター臨海工場破砕施設,"[135.483063, 34.573334]",大阪府堺市,堺市(大阪府),4715.32,0,無し,0,粗大ごみ,併用,,機能なし
bulky_waste,吹田市破砕選別工場,"[135.516876, 34.75946]",大阪府吹田市,吹田市(大阪府),16004,8528,無し,8528,粗大ごみ・不燃ごみ・その他・資源ごみ,併用,,機能なし
bulky_waste,穂谷川清掃工場粗大ごみ処理施設,"[135.72937, 34.793934]",大阪府枚方市穂谷,枚方市(大阪府),0,,無し,,粗大ごみ・不燃ごみ,破砕,休止,機能なし
bulky_waste,寝屋川市クリーンセンター破砕施設,"[135.628052, 34.766109]",大阪府寝屋川市,寝屋川市(大阪府),5583,699.1,無し,699.1,粗大ごみ・不燃ごみ,破砕,,機能なし
bulky_waste,箕面市環境クリーンセンター,"[135.470551, 34.826942]",大阪府箕面市,箕面市(大阪府),7394,719,無し,719,粗大ごみ・不燃ごみ,破砕,,機能なし
bulky_waste,忠岡町クリーンセンター粗大ごみ破砕処理施設,"[135.401382, 34.487171]",大阪府泉北郡忠岡町,忠岡町(大阪府),308,0,無し,0,粗大ごみ,破砕,,機能なし
bulky_waste,熊取町環境センター,"[135.355988, 34.401459]",大阪府熊取町,熊取町(大阪府),1730,196,無し,196,粗大ごみ・不燃ごみ・資源ごみ,併用,,展示・譲渡
bulky_waste,豊中市伊丹市クリーンランドリサイクルプラザ,"[135.469757, 34.781288]",大阪府豊中市,豊中市伊丹市クリーンランド(大阪府),8307.51,947,無し,947,粗大ごみ・不燃ごみ・資源ごみ,併用,,機能なし
bulky_waste,泉佐野市田尻町清掃施設組合第二事業所,"[135.327362, 34.406837]",大阪府泉佐野市,泉佐野市田尻町清掃施設組合(大阪府),4234,493,無し,493,粗大ごみ・不燃ごみ・資源ごみ,破砕,,機能なし
bulky_waste,舞洲工場,"[135.233643, 34.339424]",大阪府阪南市舞,大阪広域環境施設組合(大阪府),8230,1648,無し,1648,粗大ごみ,破砕,,機能なし
bulky_waste,国崎クリーンセンター(リサイクル・プラザ),"[135.423233, 34.923374]",兵庫県川西市国崎,猪名川上流広域ごみ処理施設組合(兵庫県),4293,526,無し,526,粗大ごみ・不燃ごみ,破砕,,譲渡
bulky_waste,奈良市環境清美工場粗大ごみ破砕処理施設,"[135.804718, 34.685001]",奈良県奈良市,奈良市(奈良県),9092.73,,無し,,粗大ごみ・不燃ごみ,破砕,,機能なし
bulky_waste,大和高田市粗大ごみ処理施設(破砕機),"[135.737381, 34.515751]",奈良県大和高田市,大和高田市(奈良県),923,176,無し,176,粗大ごみ,併用,,機能なし
bulky_waste,天理市環境クリーンセンター破砕施設,"[135.837219, 34.596668]",奈良県天理市,天理市(奈良県),1619,330,無し,330,粗大ごみ・不燃ごみ,併用,,機能なし
bulky_waste,三郷町清掃センター,"[135.695511, 34.600163]",奈良県三郷町,三郷町(奈良県),465,,無し,,不燃ごみ・可燃ごみ・資源ごみ,併用,,機能なし
bulky_waste,新宮市クリーンセンター,"[135.992538, 33.724136]",和歌山県新宮市,新宮市(和歌山県),47,47,無し,47,粗大ごみ,圧縮,,機能なし
bulky_waste,浜田市不燃ごみ処理場,"[132.080002, 34.899166]",島根県浜田市,浜田市(島根県),999,245,無し,245,粗大ごみ・不燃ごみ,破砕,,機能なし
bulky_waste,大田市不燃物処分場,"[132.499725, 35.192223]",島根県大田市,大田市(島根県),1099,278,無し,278,粗大ごみ・不燃ごみ,破砕,,機能なし
bulky_waste,安来市高尾クリーンセンター,"[133.251099, 35.430935]",島根県安来市,安来市(島根県),774,619,無し,619,粗大ごみ,圧縮,,機能なし
bulky_waste,安来市伯太農産廃棄物処理施設,"[133.277695, 35.381493]",島根県安来市伯太町安田,安来市(島根県),37,30,無し,30,資源ごみ,圧縮,,機能なし
bulky_waste,岡山市東部リサイクルプラザ,"[134.029465, 34.651375]",岡山県岡山市東区,岡山市(岡山県),6171.88,2003.33,無し,2003.33,粗大ごみ・不燃ごみ・資源ごみ,破砕,,機能なし
bulky_waste,岡山市西部リサイクルプラザ,"[133.919754, 34.655186]",岡山県岡山市,岡山市(岡山県),3692,2315,無し,2315,粗大ごみ・不燃ごみ,破砕,,機能なし
bulky_waste,倉敷市東部粗大ごみ処理場,"[133.777313, 34.596062]",岡山県倉敷市東町,倉敷市(岡山県),3961,801,無し,801,粗大ごみ・不燃ごみ,破砕,,機能なし
bulky_waste,玉野市粗大ごみ処理施設,"[133.945831, 34.491943]",岡山県玉野市,玉野市(岡山県),1277,,無し,,粗大ごみ・不燃ごみ・資源ごみ,併用,,機能なし
bulky_waste,岡山県西部衛生施設組合井笠広域資源化センター,"[134.335693, 35.171764]",岡山県西粟倉,岡山県西部衛生施設組合(岡山県),2127,470,無し,470,粗大ごみ・不燃ごみ,併用,,機能なし
bulky_waste,岡山県中部環境施設組合コスモスクリーンセンター粗大ごみ処理施設,"[133.935028, 34.661739]",岡山県,岡山県中部環境施設組合(岡山県),389,150,無し,150,粗大ごみ・不燃ごみ,破砕,,機能なし
bulky_waste,高梁地域事務組合クリーンセンター,"[133.616821, 34.790981]",岡山県高梁市,高梁地域事務組合(岡山県),687,243,無し,243,粗大ごみ・不燃ごみ,併用,,機能なし
bulky_waste,津山圏域クリーンセンター,"[134.004532, 35.069126]",岡山県津山市,津山圏域資源循環施設組合(岡山県),3698,809,無し,809,粗大ごみ・不燃ごみ,破砕,,機能なし
bulky_waste,広島市安佐南工場大型ごみ破砕処理施設,"[132.471664, 34.451942]",広島県広島市安佐南区,広島市(広島県),15348,2466,無し,2466,粗大ごみ,破砕,,機能なし
bulky_waste,尾道市クリーンセンター,"[133.205627, 34.409161]",広島県尾道市,尾道市(広島県),5795,1037,無し,1037,粗大ごみ・不燃ごみ・資源ごみ,併用,,機能なし
bulky_waste,尾道市因島リサイクルセンター,"[133.192078, 34.296787]",広島県尾道市因島三庄町,尾道市(広島県),685,267,無し,267,粗大ごみ・資源ごみ,併用,,機能なし
bulky_waste,廿日市市粗大ごみ処理施設(エコセンターはつかいち内),"[132.331451, 34.348637]",広島県廿日市市,廿日市市(広島県),0,0,無し,0,粗大ごみ,破砕,休止,機能なし
bulky_waste,廿日市市大野清掃センター,"[132.201309, 34.302475]",広島県廿日市市大野,廿日市市(広島県),0,0,無し,0,粗大ごみ,破砕,休止,機能なし
bulky_waste,廿日市市宮島粗大ごみ処理施設(宮島清掃センター内),"[132.301361, 34.312817]",広島県廿日市市宮島口,廿日市市(広島県),22,,無し,,粗大ごみ,破砕,,機能なし
bulky_waste,江田島市環境センター(粗大),"[132.462204, 34.174969]",広島県江田島市,江田島市(広島県),1167,222,無し,222,粗大ごみ,破砕,,機能なし
bulky_waste,安芸クリーンセンター,"[132.525558, 34.371666]",広島県広島市安芸区,安芸地区衛生施設管理組合(広島県),2679,,無し,,粗大ごみ,破砕,,機能なし
bulky_waste,賀茂環境センター(粗大ごみ処理施設),"[132.976257, 34.570347]",広島県世羅町賀茂,広島中央環境衛生組合(広島県),4199,1667,無し,1667,粗大ごみ・不燃ごみ・その他・資源ごみ,併用,,機能なし
bulky_waste,下関市リサイクルプラザ,"[130.940964, 33.957287]",山口県下関市,下関市(山口県),2760,812,無し,812,粗大ごみ・不燃ごみ,破砕,,修理・展示・販売
bulky_waste,宇部市リサイクルプラザ(粗大ごみライン),"[131.247314, 33.951824]",山口県宇部市,宇部市(山口県),3248,787,無し,787,粗大ごみ・不燃ごみ,併用,,修理・展示・販売・譲渡
bulky_waste,防府市クリーンセンターリサイクル施設,"[131.562775, 34.051945]",山口県防府市,防府市(山口県),2456,871,無し,871,粗大ごみ・不燃ごみ,破砕,,修理・展示・譲渡
bulky_waste,長門市清掃工場,"[131.182617, 34.37056]",山口県長門市,長門市(山口県),988,206,有り,206,粗大ごみ・不燃ごみ,併用,,機能なし
bulky_waste,周南市熊毛粗大ごみリサイクル施設,"[131.968933, 34.049019]",山口県周南市熊毛中央町,周南市(山口県),0,0,無し,0,粗大ごみ,破砕,休止,機能なし
bulky_waste,山陽小野田市環境衛生センター,"[131.181808, 34.003166]",山口県山陽小野田市,山陽小野田市(山口県),1965,245,無し,245,粗大ごみ,破砕,,機能なし
bulky_waste,阿武町リサイクルセンター,"[131.471436, 34.503326]",山口県阿武郡阿武町,阿武町(山口県),53,11,無し,11,粗大ごみ・不燃ごみ・その他・資源ごみ,併用,,機能なし
bulky_waste,阿南市クリーンセンター,"[134.659744, 33.922031]",徳島県阿南市,阿南市(徳島県),0,0,無し,0,粗大ごみ,破砕,休止,機能なし
bulky_waste,那賀町清掃センター,"[134.496643, 33.857437]",徳島県那賀郡那賀町,那賀町(徳島県),0,,無し,,粗大ごみ・不燃ごみ・資源ごみ,併用,休止,機能なし
bulky_waste,那賀町クリーンセンター,"[134.496643, 33.857437]",徳島県那賀郡那賀町,那賀町(徳島県),286,88,無し,88,粗大ごみ・不燃ごみ・資源ごみ,併用,,機能なし
bulky_waste,松茂町第二環境センター,"[134.580612, 34.133774]",徳島県松茂町,松茂町(徳島県),1027,756,無し,756,粗大ごみ・不燃ごみ・資源ごみ,併用,,機能なし
bulky_waste,高松市西部クリーンセンター,"[134.047974, 34.349865]",香川県高松市西の丸町,高松市(香川県),8058,749,無し,749,粗大ごみ・不燃ごみ,併用,,機能なし
