都道府県名,地方公共団体名,施設名,埋め立て済み割合,埋立場所,処理対象廃棄物,全体容積(m3),処分場の現状
群馬県,桐生市外六か町村広域市町村圏振興整備組合,桐生広域清掃センター最終処分場埋立地,12,平地,破砕ごみ・中間処理残査・焼却残渣,280600,埋立中
群馬県,多野藤岡広域市町村圏振興整備組合,多野藤岡広域圏一般廃棄物最終処分場緑埜クリーンセンター,7,平地,破砕ごみ・中間処理残査・焼却残渣,121350,埋立中
群馬県,大泉町外二町環境衛生施設組合,大泉町外二町環境衛生施設組合一般廃棄物最終処分場,14,平地,その他・破砕ごみ・中間処理残査・焼却残渣,150000,埋立中
群馬県,利根東部衛生施設組合,尾瀬クリーンセンター一般廃棄物最終処分場,3,山間,不燃ごみ・焼却残渣,21000,埋立中
埼玉県,川越市,川越市小畔の里クリーンセンター,63,平地,破砕ごみ・中間処理残査・焼却残渣,210000,埋立中
埼玉県,熊谷市,熊谷市拾六間一般廃棄物最終処分場,41,平地,不燃ごみ・焼却残渣,123038,埋立中
埼玉県,浦和市,浦和市一般廃棄物最終処分場（うらわフェニックス）,46,山間,破砕ごみ・中間処理残査・焼却残渣,372700,埋立中
埼玉県,大宮市,大宮市環境広場,22,平地,破砕ごみ・中間処理残査・焼却残渣,208100,埋立中
埼玉県,大宮市,大宮市高木第二最終処分場,97,平地,破砕ごみ・中間処理残査・焼却残渣,218271,埋立中
埼玉県,行田市,行田市長善沼最終処分場,79,平地,破砕ごみ・中間処理残査・焼却残渣,7334,埋立中
埼玉県,所沢市,所沢市北野一般廃棄物最終処分場,49,山間,焼却残渣,204000,埋立中
埼玉県,飯能市,飯能市一般廃棄物最終処分場,50,山間,その他・焼却残渣,125075,埋立中
埼玉県,東松山市,東松山市西本宿不燃物等埋立地（上流部）,15,平地,直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,139000,埋立中
埼玉県,東松山市,東松山市西本宿不燃物等埋立地,100,平地,直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,198294,埋立中
埼玉県,狭山市,狭山市一般廃棄物最終処分場,70,平地,破砕ごみ・中間処理残査・焼却残渣,63600,埋立中
埼玉県,羽生市,羽生市一般廃棄物最終処分場,100,平地,直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,8298,埋立終了
埼玉県,羽生市,羽生市一般廃棄物最終処分場,100,平地,直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,47737,埋立終了
埼玉県,羽生市,羽生市一般廃棄物最終処分場,9,平地,直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,77000,埋立中
埼玉県,深谷市,深谷市樫合最終処分場,48,平地,焼却残渣,14521,埋立中
埼玉県,深谷市,深谷市柏合最終処分場,100,平地,焼却残渣,7199,埋立終了
埼玉県,越谷市,越谷市一般廃棄物最終処分場,73,平地,不燃ごみ・破砕ごみ・中間処理残査,60730,埋立中
埼玉県,入間市,入間市一般廃棄物最終処分場,46,平地,焼却残渣,121673,埋立中
埼玉県,八潮市,八潮市一般廃棄物最終処分場,0,平地,破砕ごみ・中間処理残査,28700,埋立中
埼玉県,三郷市,三郷市一般廃棄物最終処分場,15,平地,不燃ごみ・破砕ごみ・中間処理残査,38000,埋立中
埼玉県,坂戸市,坂戸市サツキクリーンセンター,6,平地,破砕ごみ・中間処理残査・焼却残渣,205082,埋立中
埼玉県,幸手市,幸手市一般廃棄物最終処分場,36,平地,破砕ごみ・中間処理残査・焼却残渣,54760,埋立中
埼玉県,日高市,日高市一般廃棄物最終処分場,52,平地,破砕ごみ・中間処理残査・焼却残渣,44300,埋立中
埼玉県,吉川市,吉川市環境センター最終処分場,5,平地,破砕ごみ・中間処理残査,51100,埋立中
埼玉県,大井町,大井町一般廃棄物最終処分場,58,平地,焼却残渣,9996,埋立中
埼玉県,三芳町,三芳町一般廃棄物最終処分場,97,平地,破砕ごみ・中間処理残査・焼却残渣,15590,埋立中
埼玉県,妻沼町,妻沼町一般廃棄物最終処分場,100,平地,焼却残渣,8022,埋立中
埼玉県,庄和町,庄和町中野不燃物埋立地最終処分場,100,平地,不燃ごみ・破砕ごみ・中間処理残査,2345,埋立終了
埼玉県,加須市、騎西町衛生施設組合,加須市、騎西町衛生施設組合一般廃棄物最終処分場,42,平地,破砕ごみ・中間処理残査・焼却残渣,32600,埋立中
埼玉県,東埼玉資源環境組合,東埼玉資源環境組合最終処分場,98,平地,焼却残渣,61057,埋立中
埼玉県,埼葛清掃組合,埼葛清掃組合一般廃棄物最終処分場,39,平地,焼却残渣,82800,埋立中
埼玉県,彩北広域清掃組合,彩北広域清掃組合小針クリーンセンター最終処分場,68,平地,焼却残渣,32000,埋立中
埼玉県,秩父広域市町村圏組合,秩父広域市町村圏組合秩父環境衛生センター,66,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,189000,埋立中
埼玉県,児玉郡市広域市町村圏組合,児玉郡市広域市町村圏組合神泉村一般廃棄物最終処分場,100,山間,破砕ごみ・中間処理残査・焼却残渣,10780,埋立終了
埼玉県,児玉郡市広域市町村圏組合,児玉郡市広域市町村圏組合美里一般廃棄物最終処分場（第１期）,69,山間,焼却残渣,12000,埋立中
埼玉県,大里広域市町村圏組合,大里広域市町村圏組合立岡部埋没地,100,平地,破砕ごみ・中間処理残査,30600,埋立終了
埼玉県,大里広域市町村圏組合,大里広域市町村圏組合熊谷埋没地,100,平地,破砕ごみ・中間処理残査,43460,埋立終了
埼玉県,大里広域市町村圏組合,大里広域市町村圏組合妻沼埋没地,100,平地,破砕ごみ・中間処理残査,31000,埋立終了
埼玉県,大里広域市町村圏組合,大里広域市町村圏組合深谷埋没地,100,平地,破砕ごみ・中間処理残査,25395,埋立終了
埼玉県,埼玉中部環境保全組合,埼玉中部環境保全組合一般廃棄物最終処分場（大間第二期）,100,平地,破砕ごみ・中間処理残査・焼却残渣,6918,埋立終了
埼玉県,大里南部環境福祉一部事務組合,大里南部環境福祉一部事務組合大里南部清掃センター千代最終処分場,100,平地,焼却残渣,1426,埋立中
埼玉県,大里南部環境福祉一部事務組合,大里南部環境福祉一部事務組合大里南部清掃センター成沢最終処分場,100,平地,焼却残渣,3826,埋立中
千葉県,千葉市,東部最終処分場,100,山間,可燃ごみ・不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,286400,埋立中
千葉県,千葉市,蘇我地区廃棄物埋立処分場,100,海面,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,800000,埋立終了
千葉県,千葉市,千葉市下田最終処分場,100,山間,可燃ごみ・不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,1019648,埋立中
千葉県,千葉市,千葉市中田最終処分場,100,山間,不燃ごみ・直接搬入ごみ・粗大ごみ,447800,埋立終了
千葉県,千葉市,新内陸最終処分場,3,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,939000,埋立中
千葉県,銚子市,銚子市廃棄物埋没処分場,100,山間,可燃ごみ・不燃ごみ・直接搬入ごみ,286600,埋立終了
千葉県,銚子市,銚子市一般廃棄物最終処分場,77,山間,不燃ごみ・その他・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,266000,埋立中
千葉県,館山市,館山市一般廃棄物最終処分場,60,山間,破砕ごみ・中間処理残査・焼却残渣,119200,埋立中
千葉県,松戸市,松戸市日暮最終処分場,8,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,35727,埋立中
千葉県,松戸市,松戸市印旛最終処分場,100,山間,焼却残渣,47000,埋立中
千葉県,野田市,野田市一般廃棄物最終処分場,100,平地,可燃ごみ・不燃ごみ・粗大ごみ,144000,埋立中
千葉県,佐原市,佐原市ごみ埋立場,98,山間,不燃ごみ,157295,埋立中
千葉県,成田市,成田市成田クリーンパーク,58,平地,破砕ごみ・中間処理残査・焼却残渣,176000,埋立中
千葉県,佐倉市,佐倉市一般廃棄物最終処分場,100,山間,不燃ごみ・粗大ごみ,148860,埋立終了
千葉県,柏市,柏市布施最終処分場,100,平地,直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,255000,埋立中
千葉県,柏市,柏市最終処分場,39,平地,焼却残渣,165680,埋立中
千葉県,市原市,市原市平蔵一般廃棄物最終処分場Ｂ２地区,32,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,336000,埋立中
千葉県,市原市,市原市平蔵一般廃棄物最終処分場Ａ地区,100,山間,不燃ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,112000,埋立終了
千葉県,市原市,市原市平蔵一般廃棄物最終処分場Ｂ１地区,100,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,237000,埋立終了
千葉県,八千代市,一般廃棄物最終処分場,56,平地,不燃ごみ・直接搬入ごみ・焼却残渣,111500,埋立中
千葉県,八千代市,一般廃棄物最終処分場,100,山間,不燃ごみ・焼却残渣,132500,埋立終了
千葉県,八千代市,一般廃棄物最終処分場,100,山間,不燃ごみ・焼却残渣,157000,埋立終了
千葉県,鴨川市,鴨川市清掃センター埋立地,100,山間,焼却残渣,10000,埋立終了
千葉県,鎌ヶ谷市,鎌ヶ谷市一般廃棄物最終処分場,85,平地,不燃ごみ・その他・粗大ごみ・破砕ごみ・中間処理残査,58400,埋立中
千葉県,君津市,君津市清掃工場最終処分場,100,山間,不燃ごみ・粗大ごみ・破砕ごみ・中間処理残査,129950,埋立中
千葉県,富津市,富津市一般廃棄物最終処分場,83,海面,破砕ごみ・中間処理残査・焼却残渣,60000,埋立中
千葉県,袖ヶ浦市,袖ヶ浦市久保田一般廃棄物最終処分場,96,山間,不燃ごみ,61276,埋立中
千葉県,袖ケ浦市,袖ケ浦市袖ケ浦クリーンセンター一般廃棄物最終処分場,74,平地,焼却残渣,22500,埋立中
千葉県,八街市,八街市一般廃棄物最終処分場,34,山間,可燃ごみ・不燃ごみ・資源・直接搬入ごみ・粗大ごみ・焼却残渣,200768,埋立中
千葉県,八街市,八街市一般廃棄物最終処分場,42,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,205032,埋立中
千葉県,関宿町,関宿町一般廃棄物最終処分場,100,平地,可燃ごみ・資源・粗大ごみ,27806,埋立終了
千葉県,関宿町,関宿町一般廃棄物最終処分場,100,平地,可燃ごみ・資源・粗大ごみ,26400,埋立終了
千葉県,沼南町,沼南町一般廃棄物最終処分場,72,山間,不燃ごみ・直接搬入ごみ,142452,埋立中
千葉県,富里町,富里町一般廃棄物最終処分場,100,平地,破砕ごみ・中間処理残査・焼却残渣,20754,埋立中
千葉県,富里町,富里町一般廃棄物最終処分場,100,平地,破砕ごみ・中間処理残査・焼却残渣,12000,埋立中
千葉県,大多喜町,大多喜町環境センター処分場,100,山間,不燃ごみ・焼却残渣,3400,埋立終了
千葉県,御宿町,御宿町塵芥処理場埋立地,84,山間,不燃ごみ・焼却残渣,63855,埋立中
千葉県,大原町,大原町一般廃棄物最終処分場,31,山間,破砕ごみ・中間処理残査・焼却残渣,66831,埋立中
千葉県,白浜町,白浜町じん芥埋立地,78,山間,焼却残渣,47000,埋立中
千葉県,千倉町,千倉町清掃センター埋立処分地,100,山間,不燃ごみ・直接搬入ごみ・焼却残渣,36000,埋立中
千葉県,千倉町,千倉町一般廃棄物最終処分場,8,山間,破砕ごみ・中間処理残査・焼却残渣,30900,埋立中
千葉県,天津小湊町,天津小湊町一般廃棄物最終処分場,22,平地,不燃ごみ・その他・焼却残渣,10420,埋立中
千葉県,天津小湊町,天津小湊町灰拾場,100,平地,不燃ごみ・焼却残渣,6944,埋立終了
千葉県,鋸南地区環境衛生組合,鋸南地区環境衛生組合宮本一般廃棄物最終処分場,97,山間,破砕ごみ・中間処理残査・焼却残渣,20959,埋立終了
千葉県,鋸南地区環境衛生組合,鋸南地区環境衛生組合青木山一般廃棄物最終処分場,4,山間,破砕ごみ・中間処理残査・焼却残渣,30000,埋立中
千葉県,佐倉市、酒々井町清掃組合,佐倉市、酒々井町清掃組合酒々井リサイクル文化センター第２期最終処分場,47,平地,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,251000,埋立中
千葉県,佐倉市、酒々井町清掃組合,佐倉市、酒々井町清掃組合酒々井リサイクル文化センター最終処分場,100,平地,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,118000,埋立中
千葉県,東総塵芥処理組合,東総塵芥処理組合東総グリーンパーク,22,山間,破砕ごみ・中間処理残査・焼却残渣,153100,埋立中
千葉県,東総塵芥処理組合,東総塵芥処理組合一般廃棄物最終処分場,100,山間,直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,93654,埋立中
千葉県,東金市外三町清掃組合,東金市外三町清掃組合一般廃棄物最終処分場,100,平地,焼却残渣,19973,埋立終了
千葉県,山武郡環境衛生事業振興組合,山武郡環境衛生事業振興組合埋立処分場,100,山間,焼却残渣,30143,埋立終了
千葉県,山武郡環境衛生事業振興組合,山武郡環境衛生事業振興組合一般廃棄物最終処分場,15,山間,不燃ごみ・焼却残渣,44000,埋立中
千葉県,小見川町外二ケ町清掃組合,小見川町外二ケ町清掃組合最終処分場,63,山間,破砕ごみ・中間処理残査・焼却残渣,100000,埋立中
千葉県,八日市場市ほか三町環境衛生組合,八日市場市ほか三町環境衛生組合一般廃棄物最終処分場,58,山間,不燃ごみ・直接搬入ごみ・焼却残渣,116388,埋立中
千葉県,鴨川市・和田町環境衛生組合,鴨川市・和田町環境衛生組合一般廃棄物最終処分場,26,山間,不燃ごみ・焼却残渣,8000,埋立中
千葉県,長生郡市広域市町村圏組合,長生郡市広域市町村圏組合一般廃棄物佐貫最終処分場,82,山間,破砕ごみ・中間処理残査・焼却残渣,140862,埋立中
千葉県,長生郡市広域市町村圏組合,長生郡市広域市町村圏組合一般廃棄物最終処分場,100,平地,その他・焼却残渣,24500,埋立中
千葉県,香取広域市町村圏事務組合,香取広域市町村圏事務組合一般廃棄物最終処分場,59,山間,破砕ごみ・中間処理残査・焼却残渣,76000,埋立中
千葉県,印西地区環境整備事業組合,印西地区一般廃棄物最終処分場,3,山間,破砕ごみ・中間処理残査・焼却残渣,402200,埋立中
東京都,東京都,東京都中央防波堤外側埋立処分場,96,海面,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,47600000,埋立中
東京都,東京都,東京都新海面処分場（Ａ～Ｃ）,5,海面,破砕ごみ・中間処理残査・焼却残渣,16400000,埋立中
東京都,町田市,町田市町田リサイクル文化センター最終処分場,88,山間,不燃ごみ・焼却残渣,625822,埋立中
東京都,奥多摩町,奥多摩町クリーンセンター最終処分場浸出水処理施設,36,山間,破砕ごみ・中間処理残査・焼却残渣,3700,埋立中
東京都,大島町,大島町南部不燃物捨場,83,山間,不燃ごみ・直接搬入ごみ,60000,埋立中
東京都,大島町,大島町泉津不燃物捨場,75,山間,不燃ごみ,60000,埋立中
東京都,利島村,利島村焼却場,62,山間,不燃ごみ・直接搬入ごみ・粗大ごみ,4450,埋立中
東京都,新島村,新島村式根島神引,58,山間,不燃ごみ,11858,埋立中
東京都,新島村,新島村阿土山,78,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,80000,埋立中
東京都,神津島村,神津島村ゴミ最終処分場,93,山間,不燃ごみ・その他・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,35000,埋立中
東京都,三宅村,三宅村塵芥処理場,78,山間,不燃ごみ・粗大ごみ,336326,埋立中
東京都,御蔵島村,御蔵島村字十戸岩,17,山間,不燃ごみ・粗大ごみ・焼却残渣,5808,埋立中
東京都,八丈町,八丈町中之郷不燃物処理場,55,山間,その他・破砕ごみ・中間処理残査・焼却残渣,88780,埋立中
東京都,青ヶ島村,青ヶ島村中原埋立地,13,山間,混合・可燃ごみ・資源・直接搬入ごみ,15000,埋立中
東京都,小笠原村,小笠原村評議平処分場,91,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,1750,埋立中
東京都,西秋川衛生組合,西秋川衛生組合御前石排水処理センター（第１御前石最終処分場）,100,山間,破砕ごみ・中間処理残査・焼却残渣,97000,埋立終了
東京都,西秋川衛生組合,西秋川衛生組合御前石排水処理センター（第２御前石最終処分場）,0,山間,破砕ごみ・中間処理残査・焼却残渣,87000,埋立中
東京都,東京都三多摩地域廃棄物広域処分組合,東京都三多摩地域廃棄物広域処分組合日の出町谷戸沢廃棄物広域処分場,100,山間,不燃ごみ・焼却残渣,3800000,埋立終了
東京都,東京都三多摩地域廃棄物広域処分組合,東京都三多摩地域廃棄物広域処分組合日の出町二ツ塚廃棄物広域処分場,45,山間,不燃ごみ・焼却残渣,3700000,埋立中
神奈川県,横浜市,横浜市南本牧廃棄物最終処分場,47,海面,混合・資源・直接搬入ごみ・粗大ごみ・焼却残渣,5000000,埋立中
神奈川県,横浜市,横浜市神明台処分地,69,平地,混合・直接搬入ごみ・粗大ごみ・焼却残渣,8049700,埋立中
神奈川県,川崎市,川崎市浮島廃棄物埋立処分場（１期地区）,100,海面,その他・焼却残渣,2913900,埋立終了
神奈川県,川崎市,川崎市浮島廃棄物埋立処分場（２期地区）,8,海面,その他・焼却残渣,2673500,埋立前
神奈川県,横須賀市,横須賀市長坂埋立地（増設）,100,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,690000,埋立終了
神奈川県,横須賀市,横須賀市長坂埋立地（新設）,100,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査,400000,埋立中
神奈川県,平塚市,平塚市一般廃棄物最終処分場第２期,0,山間,直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,233000,埋立前
神奈川県,平塚市,平塚市遠藤原一般廃棄物最終処分場,97,山間,直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,223000,埋立中
神奈川県,鎌倉市,鎌倉市一般廃棄物最終処分場,86,平地,焼却残渣,40833,埋立中
神奈川県,藤沢市,藤沢市葛原第二最終処分場,98,山間,直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,158700,埋立中
神奈川県,藤沢市,藤沢市女坂最終処分場,12,山間,直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,200000,埋立中
神奈川県,藤沢市,藤沢市葛原最終処分場,100,山間,直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,166300,埋立終了
神奈川県,小田原市,小田原市中村原埋立処分場,100,平地,不燃ごみ・直接搬入ごみ,181000,埋立終了
神奈川県,小田原市,小田原市堀ヶ窪埋立処分場,76,山間,焼却残渣,87838,埋立中
神奈川県,茅ヶ崎市,茅ヶ崎市堤一般廃棄物最終処分場,84,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,155170,埋立中
神奈川県,逗子市,逗子市清掃センターじん芥処理場,100,山間,破砕ごみ・中間処理残査・焼却残渣,43790,埋立終了
神奈川県,逗子市,逗子市清掃センターじん芥処理場,47,山間,破砕ごみ・中間処理残査・焼却残渣,50880,埋立中
神奈川県,相模原市,相模原市一般廃棄物最終処分場,58,山間,直接搬入ごみ・焼却残渣,1274000,埋立中
神奈川県,三浦市,三浦市宮川埋立地,100,平地,不燃ごみ・その他・直接搬入ごみ・粗大ごみ,194803,埋立終了
神奈川県,三浦市,三浦市西岩堂埋立地,79,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査,232150,埋立中
神奈川県,大和市,大和市上草柳処分場No.５,100,平地,破砕ごみ・中間処理残査・焼却残渣,29966,埋立終了
神奈川県,大和市,大和市上草柳処分場No.６,41,平地,破砕ごみ・中間処理残査・焼却残渣,61385,埋立中
神奈川県,伊勢原市,伊勢原市子易不燃物処理場,88,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査,85000,埋立中
神奈川県,海老名市,海老名市第一本郷最終処分場,41,山間,不燃ごみ,42370,埋立中
神奈川県,南足柄市,南足柄市雨坪一般廃棄物最終処分場,69,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,35000,埋立中
神奈川県,南足柄市,南足柄市福泉不燃物埋立地,100,山間,不燃ごみ・直接搬入ごみ,41000,埋立終了
神奈川県,二宮町,二宮町環境衛生センター,46,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,15800,埋立中
神奈川県,二宮町,二宮町環境衛生センター,100,山間,不燃ごみ・資源・焼却残渣,11800,埋立終了
神奈川県,箱根町,箱根町一般廃棄物最終処分場,91,山間,不燃ごみ・直接搬入ごみ・焼却残渣,156877,埋立中
神奈川県,愛川町,愛川町志田残灰処分場,100,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,96925,埋立中
神奈川県,愛川町,愛川町向原処分場,100,山間,焼却残渣,14640,埋立終了
神奈川県,清川村,西ヶ谷戸最終処分場,70,山間,不燃ごみ,17380,埋立中
神奈川県,秦野市伊勢原市環境衛生組合,秦野市伊勢原市環境衛生組合栃窪一般廃棄物最終処分場,100,山間,不燃ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,74800,埋立終了
神奈川県,秦野市伊勢原市環境衛生組合,秦野市伊勢原市環境衛生組合栗原一般廃棄物最終処分場,17,山間,焼却残渣,132500,埋立中
神奈川県,津久井郡広域行政組合,津久井郡広域行政組合衛生センター一般廃棄物最終処分場,100,山間,破砕ごみ・中間処理残査・焼却残渣,23000,埋立終了
神奈川県,湯河原町真鶴町衛生組合,湯河原町真鶴町衛生組合最終処分場,80,山間,不燃ごみ・焼却残渣,66000,埋立中
神奈川県,足柄東部清掃組合,足柄東部清掃組合大井処分場,86,山間,不燃ごみ,18996,埋立中
神奈川県,足柄東部清掃組合,足柄東部清掃組合岩倉処分場,54,山間,破砕ごみ・中間処理残査・焼却残渣,47700,埋立中
新潟県,新潟市,新潟市第３赤塚一般廃棄物最終処分地,39,平地,不燃ごみ・その他・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,473900,埋立中
新潟県,新潟市,新潟市太夫浜一般廃棄物最終処分場（第２期）,95,平地,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,213900,埋立中
新潟県,新潟市,第二小平方埋立処分地,27,平地,不燃ごみ・直接搬入ごみ・焼却残渣,19500,埋立中
新潟県,新潟市,新潟市第２赤塚一般廃棄物最終処分地,100,平地,不燃ごみ・その他・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,805000,埋立終了
新潟県,新潟市,第一小平方埋立処分地,99,平地,不燃ごみ・直接搬入ごみ・焼却残渣,24834,埋立中
新潟県,新潟市,新潟市太夫浜埋立処分地（第３期）,0,平地,その他・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,182000,埋立前
新潟県,長岡市,長岡市一般廃棄物最終処分場柿埋立地旧埋立地,100,山間,不燃ごみ・その他・焼却残渣,1453221,埋立終了
新潟県,長岡市,長岡市一般廃棄物最終処分場柿埋立地,8,山間,その他・焼却残渣,120000,埋立中
新潟県,三条市,三条市道心坂埋立地,71,山間,直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,256425,埋立中
新潟県,新津市,新津市市之瀬最終処分場,96,平地,その他・破砕ごみ・中間処理残査・焼却残渣,75475,埋立中
新潟県,加茂市,加茂市鱈田沢不燃物埋立処分場,62,山間,不燃ごみ,27900,埋立中
新潟県,見附市,見附市一般廃棄物最終処分場（第１期）,100,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,52045,埋立終了
新潟県,見附市,見附市一般廃棄物最終処分場（第２期）,62,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,85176,埋立中
新潟県,栃尾市,栃尾市比礼不燃物埋立地,57,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,60000,埋立中
新潟県,新井市,新井市五日市埋立地,83,山間,不燃ごみ・直接搬入ごみ,120000,埋立中
新潟県,五泉市,五泉市川瀬不燃物埋立地,73,平地,不燃ごみ,13194,埋立中
新潟県,両津市,両津市赤玉不燃物埋立地,100,山間,不燃ごみ,9500,埋立終了
新潟県,両津市,両津市秋津不燃物埋立地,100,山間,不燃ごみ,46163,埋立終了
新潟県,上越市,上越市薬師山埋立地,72,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,700000,埋立中
新潟県,横越町,横越町一般廃棄物最終処分場,18,平地,不燃ごみ・焼却残渣,21049,埋立中
新潟県,亀田町,亀田町一般廃棄物最終処分場,73,平地,不燃ごみ・その他・焼却残渣,36800,埋立中
新潟県,山古志村,山古志村種芋原ゴミ処理場,100,山間,不燃ごみ・直接搬入ごみ・粗大ごみ,12000,埋立終了
新潟県,山古志村,山古志村東竹沢ゴミ処理場,100,山間,不燃ごみ・直接搬入ごみ・粗大ごみ,50000,埋立終了
新潟県,湯沢町,湯沢町中子原ごみ埋立処分場,100,平地,破砕ごみ・中間処理残査,20000,埋立終了
新潟県,湯沢町,湯沢町池の平ごみ埋立処分場,4,山間,不燃ごみ,24000,埋立中
新潟県,六日町,六日町一般廃棄物埋立地,100,平地,不燃ごみ,46050,埋立終了
新潟県,小国町,小国町一般廃棄物最終処分場,32,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,38350,埋立中
新潟県,安塚町,安塚町一般廃棄物最終処分場（中船処分場）,100,山間,不燃ごみ,4499,埋立終了
新潟県,安塚町,安塚町一般廃棄物最終処分場（戸沢処分場）,44,山間,不燃ごみ,12000,埋立中
新潟県,浦川原村,浦川原村廃棄物処理場,100,山間,不燃ごみ・直接搬入ごみ・粗大ごみ,6619,埋立終了
新潟県,松代町,松代町危険物処理場,90,山間,不燃ごみ・資源・直接搬入ごみ・粗大ごみ,12000,埋立中
新潟県,大島村,大島村三竹沢危険物埋立地,88,山間,不燃ごみ・直接搬入ごみ・粗大ごみ,8300,埋立中
新潟県,牧村,牧村一般廃棄物最終処分場,11,山間,不燃ごみ,10000,埋立終了
新潟県,柿崎町,柿崎町車地最終処分場,100,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査,44169,埋立中
新潟県,吉川町,吉川町一般廃棄物最終処分場,9,平地,破砕ごみ・中間処理残査,2720,埋立中
新潟県,妙高高原町,妙高高原町一般廃棄物埋立地,100,山間,不燃ごみ・焼却残渣,8950,埋立中
新潟県,中郷村,中郷村一般廃棄物最終処分場,6,平地,破砕ごみ・中間処理残査・焼却残渣,10998,埋立中
新潟県,板倉町,板倉町玄藤寺処理場,20,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,39442,埋立終了
新潟県,清里村,清里村下芝石粗大ゴミ捨場,24,山間,不燃ごみ,10040,埋立終了
新潟県,粟島浦村,粟島浦村粟島ごみ焼却処理場,62,平地,焼却残渣,1267,埋立中
新潟県,真野町,真野町処分場,100,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,10000,埋立終了
新潟県,小千谷地域広域事務組合,小千谷地域広域事務組合クリーンスポット大原,92,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,121640,埋立中
新潟県,小千谷地域広域事務組合,小千谷地域広域事務組合七曲埋立地,100,平地,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,472800,埋立終了
新潟県,東蒲原広域衛生組合,東蒲原広域衛生組合一般廃棄物最終処分場,100,平地,焼却残渣,6700,埋立終了
新潟県,三島郡清掃センター組合,三島郡清掃センター組合最終処分場,73,山間,直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,47200,埋立中
