都道府県名,地方公共団体名,施設名,埋め立て済み割合,埋立場所,処理対象廃棄物,全体容積(m3),処分場の現状
広島県,三原市,三原市一般廃棄物最終処分場,11,山間,破砕ごみ・中間処理残査・焼却残渣,146000,埋立中
広島県,尾道市,尾道市最終処分場,89,山間,直接搬入ごみ・焼却残渣,109600,埋立中
広島県,因島市,因島市一般廃棄物最終処分場,17,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,80000,埋立中
広島県,福山市,福山市箕沖埋立地,79,水面,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,1495000,埋立中
広島県,福山市,福山市慶応浜埋立地,94,平地,不燃ごみ・その他・直接搬入ごみ・粗大ごみ・焼却残渣,156000,埋立中
広島県,福山市,福山市新箕沖埋立地,90,水面,不燃ごみ・その他・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,408000,埋立中
広島県,府中市,府中市埋立センター,75,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,83000,埋立中
広島県,廿日市市,廿日市市一般廃棄物最終処分場,28,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,150000,埋立中
広島県,海田町,海田町国信埋立地,100,山間,不燃ごみ,1000,埋立終了
広島県,大野町,大野町一般廃棄物最終処分場,8,山間,不燃ごみ・その他・焼却残渣,221000,埋立中
広島県,佐伯町,佐伯町一般廃棄物最終処分場,35,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,11400,埋立中
広島県,宮島町,宮島町廃棄物最終埋立処分場（現有）,97,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,29800,埋立中
広島県,宮島町,宮島町廃棄物最終埋立処分場（新設）,0,山間,不燃ごみ・破砕ごみ・中間処理残査,33000,埋立中
広島県,本郷町,本郷町一般廃棄物埋立処分場,83,山間,その他・焼却残渣,4770,埋立中
広島県,瀬戸田町,瀬戸田町埋立処分地施設,19,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査,54000,埋立中
広島県,内海町,内海町一般廃棄物最終処分場,24,山間,不燃ごみ・資源・その他・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,10700,埋立中
広島県,沼隈町,沼隈町一般廃棄物最終処分場,56,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,56723,埋立中
広島県,新市町,新市町埋立処分地施設,10,山間,不燃ごみ・焼却残渣,60000,埋立中
広島県,音戸町倉橋町広域行政組合,音戸町倉橋町広域行政組合最終処分場,98,山間,不燃ごみ・焼却残渣,21600,埋立中
広島県,甲世衛生組合,甲世衛生組合最終処分場,94,平地,破砕ごみ・中間処理残査・焼却残渣,3302,埋立中
広島県,双三清掃施設組合,双三清掃施設組合一般廃棄物下荒瀬最終処分場,24,山間,直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,154000,埋立中
広島県,竹原広域行政組合,竹原広域行政組合竹原安芸津最終処分場,4,山間,破砕ごみ・中間処理残査・焼却残渣,150000,埋立中
広島県,江能広域事務組合,江能広域事務組合江能広域環境センター（埋立１期）,99,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,151949,埋立中
広島県,江能広域事務組合,江能広域事務組合江能広域環境センター（埋立２期）,28,山間,不燃ごみ・資源・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,93000,埋立中
広島県,深品環境衛生組合,深品クリーンセンター一般廃棄物最終処分場,3,山間,焼却残渣,75000,埋立中
広島県,賀茂広域行政組合,賀茂広域行政組合賀茂環境センター,58,山間,その他・破砕ごみ・中間処理残査・焼却残渣,217370,埋立中
山口県,下関市,下関市環境センター吉母管理場,62,海面,不燃ごみ・粗大ごみ,1205818,埋立中
山口県,宇部市,宇部市東見初地先埋立地,42,海面,不燃ごみ・焼却残渣,127000,埋立中
山口県,山口市,山口市神田一般廃棄物最終処分場,64,山間,混合・不燃ごみ・資源・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,341850,埋立中
山口県,萩市,萩市見島不燃物処理場,89,山間,不燃ごみ・直接搬入ごみ,54000,埋立中
山口県,萩市,萩市大島不燃物処理場,98,山間,不燃ごみ・直接搬入ごみ,7000,埋立中
山口県,萩市,萩市相島不燃物処理場,16,山間,不燃ごみ・直接搬入ごみ・焼却残渣,1800,埋立中
山口県,萩市,萩市大井不燃物埋立処分場,69,山間,不燃ごみ・直接搬入ごみ・焼却残渣,146000,埋立中
山口県,徳山市,徳山市桑原不燃物処分場,76,平地,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,940000,埋立中
山口県,防府市,防府市牟礼津崎沖廃棄物最終処分場,100,平地,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,96854,埋立終了
山口県,防府市,防府市一般廃棄物最終処分場,24,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,316000,埋立中
山口県,岩国市,岩国市三角町不燃物処理場,67,平地,不燃ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,61000,埋立中
山口県,小野田市,小野田市最終埋立処分場,0,水面,不燃ごみ・その他・粗大ごみ・焼却残渣,60000,埋立前
山口県,小野田市,小野田市最終埋立処分場,100,水面,不燃ごみ・その他・粗大ごみ・焼却残渣,54400,埋立中
山口県,柳井市,柳井市不燃物処理場,47,海面,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,166087,埋立中
山口県,美祢市,美祢市一般廃棄物最終処分場,6,山間,不燃ごみ・粗大ごみ・破砕ごみ・中間処理残査,22000,埋立中
山口県,美祢市,美祢市不燃物処理場,100,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,46500,埋立終了
山口県,新南陽市,新南陽市不燃物処分場,81,海面,不燃ごみ・直接搬入ごみ・焼却残渣,970700,埋立中
山口県,久賀町,久賀町不燃物処理場,94,海面,不燃ごみ・直接搬入ごみ,17500,埋立中
山口県,大島町,大島町不燃物最終処分場,94,山間,不燃ごみ,12467,埋立中
山口県,東和町,東和町瓦処分場,71,山間,その他,2470,埋立中
山口県,東和町,東和町不燃物埋立処分場,91,山間,不燃ごみ・直接搬入ごみ・焼却残渣,24160,埋立中
山口県,橘町,橘町蒲ノ浦一般廃棄物最終処分場,41,山間,不燃ごみ,2200,埋立中
山口県,和木町,和木町一般廃棄物最終処分場,26,山間,不燃ごみ・焼却残渣,60000,埋立中
山口県,由宇町,由宇町不燃物処理場,67,山間,不燃ごみ・直接搬入ごみ,14968,埋立中
山口県,玖珂町,玖珂町不燃物処理場,39,山間,不燃ごみ,9065,埋立中
山口県,周東町,周東町一般廃棄物埋立処分場,41,山間,不燃ごみ・直接搬入ごみ,20400,埋立中
山口県,熊毛町,熊毛町営不燃物埋立処分場,64,山間,その他,7555,埋立中
山口県,鹿野町,鹿野町中木屋の谷ごみ埋立処分地施設,97,山間,不燃ごみ・直接搬入ごみ,10666,埋立中
山口県,秋穂町,秋穂町青江廃棄物埋立処分場,99,水面,不燃ごみ・直接搬入ごみ・粗大ごみ,225505,埋立中
山口県,小郡町,小郡町鍛冶畑不燃物埋立処分場,20,山間,不燃ごみ,66000,埋立中
山口県,阿知須町,阿知須町岡山最終処分場,85,平地,不燃ごみ,3230,埋立中
山口県,楠町,楠町一般廃棄物最終処分場,96,山間,破砕ごみ・中間処理残査・焼却残渣,11371,埋立中
山口県,山陽町,山陽町清掃工場,88,山間,不燃ごみ・その他・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,38000,埋立中
山口県,豊田町,豊田町不燃物処理場,10,山間,不燃ごみ,15000,埋立中
山口県,豊北町,豊北町角島不燃物処理場,77,山間,不燃ごみ・焼却残渣,1900,埋立中
山口県,美東町,美東町不燃物最終処分場,65,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,16000,埋立中
山口県,川上村,川上村不燃物処理場,89,山間,資源,2500,埋立終了
山口県,田万川町,田万川町一般廃棄物最終処分場,0,山間,破砕ごみ・中間処理残査,5100,埋立中
山口県,田万川町,田万川町不燃物埋立場,99,山間,不燃ごみ・粗大ごみ,13610,埋立中
山口県,阿東町,阿東町一般廃棄物最終処分場,1,山間,不燃ごみ・粗大ごみ,26000,埋立前
山口県,むつみ村,むつみ村長者ヶ原最終処分場,28,山間,不燃ごみ・粗大ごみ,31000,埋立中
山口県,須佐町,須佐町一般廃棄物最終処分場,84,山間,不燃ごみ・粗大ごみ,189086,埋立中
山口県,旭村,旭村不燃物埋立処分場,21,山間,破砕ごみ・中間処理残査,1500,埋立中
山口県,福栄村,福栄村千枚畑ごみ処理場,77,山間,不燃ごみ・直接搬入ごみ・粗大ごみ,16471,埋立中
山口県,長門地区広域行政事務組合,長門地区広域行政事務組合一般廃棄物最終処分場,100,山間,破砕ごみ・中間処理残査・焼却残渣,3300,埋立終了
山口県,熊南環境衛生組合,熊南環境衛生組合資源活用センター,39,平地,不燃ごみ,52480,埋立中
山口県,玖北環境衛生施設組合,玖北環境衛生施設組合玖北不燃物処理場,61,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,26900,埋立中
山口県,豊浦・豊北清掃施設組合,クリーンセンター響最終処分場,51,山間,不燃ごみ・粗大ごみ・焼却残渣,49500,埋立中
山口県,周南東部環境施設組合,周南東部環境施設組合後畑不燃物埋立処理場,62,山間,不燃ごみ・粗大ごみ,178000,埋立中
山口県,周南東部環境施設組合,周南東部環境施設組合後畑不燃物埋立処理場,100,山間,不燃ごみ・粗大ごみ,106100,埋立終了
徳島県,徳島市,徳島市西須賀最終処分場,100,平地,可燃ごみ・不燃ごみ・焼却残渣,95594,埋立終了
徳島県,徳島市,徳島市応神最終処分場,100,平地,可燃ごみ・焼却残渣,40000,埋立終了
徳島県,徳島市,徳島市方上最終処分場,100,平地,不燃ごみ・粗大ごみ,190800,埋立終了
徳島県,鳴門市,鳴門市城山最終処分場,100,平地,その他,83560,埋立終了
徳島県,鳴門市,鳴門市衛生センター場内処分場,100,平地,混合,15900,埋立終了
徳島県,鳴門市,鳴門市里浦一般廃棄物最終処分場,100,平地,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,126842,埋立終了
徳島県,小松島市,小松島市赤石地区一般廃棄物最終処分場,32,海面,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,87000,埋立中
徳島県,小松島市,小松島市高塚地区一般廃棄物最終処分場,100,平地,不燃ごみ・焼却残渣,70501,埋立終了
徳島県,勝浦町,勝浦町清掃センター,100,山間,可燃ごみ,1500,埋立終了
徳島県,上勝町,上勝町日比ヶ谷残土処理場,99,山間,直接搬入ごみ・粗大ごみ・焼却残渣,450000,埋立終了
徳島県,石井町,石井町一般廃棄物最終処分場,9,山間,不燃ごみ・直接搬入ごみ・焼却残渣,65000,埋立中
徳島県,石井町,石井町一般廃棄物最終処分場（下浦）,100,山間,不燃ごみ・直接搬入ごみ・焼却残渣,18280,埋立終了
徳島県,神山町,神山町不燃物処理施設,100,山間,破砕ごみ・中間処理残査,3700,埋立終了
徳島県,神山町,神山町環境センター最終処分場,12,山間,不燃ごみ・資源・粗大ごみ,15400,埋立中
徳島県,松茂町,松茂町最終処分場,100,平地,焼却残渣,7068,埋立終了
徳島県,松茂町,松茂町クリーンセンター,31,平地,焼却残渣,11700,埋立中
徳島県,北島町,北島町最終処分場,100,平地,不燃ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,20434,埋立中
徳島県,板野町,板野町一般廃棄物最終処分場,100,平地,不燃ごみ・粗大ごみ・焼却残渣,5643,埋立終了
徳島県,板野町,板野町一般廃棄物最終処分場,62,山間,不燃ごみ・粗大ごみ・焼却残渣,33660,埋立中
徳島県,土成町,土成町高尾,94,平地,焼却残渣,3500,埋立終了
徳島県,市場町,市場町ヤカイ地区一般廃棄物最終処分場,85,山間,破砕ごみ・中間処理残査・焼却残渣,2670,埋立中
徳島県,鴨島町,鴨島町宮ノ南埋立地,99,山間,不燃ごみ・粗大ごみ・焼却残渣,51400,埋立中
徳島県,山川町,山川町馬見尾第２処分場,100,山間,不燃ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,12940,埋立終了
徳島県,山川町,山川町最終処分場,41,山間,不燃ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,2430,埋立中
徳島県,美馬町,美馬町中野谷ゴミ埋立地,100,山間,不燃ごみ・直接搬入ごみ,2467,埋立終了
徳島県,一宇村,一宇村黒松最終処分場,100,山間,不燃ごみ・直接搬入ごみ・焼却残渣,8364,埋立終了
徳島県,海部郡衛生処理事務組合,海部郡衛生処理事務組合第一灰処理場,98,山間,不燃ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,32268,埋立中
徳島県,阿南市外二町衛生組合,阿南市外二町衛生組合西分埋立処分場,99,平地,不燃ごみ・破砕ごみ・中間処理残査,65000,埋立終了
徳島県,阿南市外二町衛生組合,阿南市外二町衛生組合十八女最終処分場,56,山間,焼却残渣,67900,埋立中
徳島県,美馬環境整備組合,美馬環境整備組合拝原最終処分場,100,平地,可燃ごみ・不燃ごみ・直接搬入ごみ・焼却残渣,40795,埋立終了
徳島県,美馬環境整備組合,美馬環境整備組合長谷最終処分場（仮称）,0,山間,破砕ごみ・中間処理残査・焼却残渣,44000,埋立前
徳島県,丹生谷行政組合,丹生谷行政組合最終処分場,99,平地,破砕ごみ・中間処理残査・焼却残渣,6411,埋立中
徳島県,三好郡行政組合,三好郡行政組合清掃センター最終処分場,7,山間,破砕ごみ・中間処理残査・焼却残渣,50000,埋立中
徳島県,三好郡行政組合,三好郡行政組合清掃センター最終処分場,100,山間,破砕ごみ・中間処理残査・焼却残渣,42000,埋立終了
香川県,高松市,高松市一般廃棄物陶最終処分場第２処分地,60,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査,136900,埋立中
香川県,丸亀市,丸亀市土器塩田埋立地,100,平地,混合・不燃ごみ・焼却残渣,191909,埋立終了
香川県,坂出市,坂出市坂出環境センター,21,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,383500,埋立中
香川県,観音寺市,観音寺市伊吹清掃センター埋立地,100,山間,不燃ごみ・直接搬入ごみ・焼却残渣,2401,埋立終了
香川県,観音寺市,観音寺市伊吹清掃センター埋立地,74,山間,不燃ごみ・直接搬入ごみ・焼却残渣,2000,埋立終了
香川県,引田町,引田町不燃物最終処分場,100,山間,不燃ごみ・焼却残渣,4200,埋立終了
香川県,志度町,志度町大串最終処分場,100,山間,不燃ごみ・焼却残渣,2629,埋立終了
香川県,内海町,内海町大手城塵芥処分地,100,山間,不燃ごみ・直接搬入ごみ・粗大ごみ,76000,埋立終了
香川県,内海町,内海町徳本地区埋立処分地,36,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,75000,埋立中
香川県,土庄町,土庄町豊島ごみ埋立地,21,山間,不燃ごみ・直接搬入ごみ,16200,埋立中
香川県,土庄町,土庄町土庄地区埋立処分地,22,山間,不燃ごみ・直接搬入ごみ,86400,埋立中
香川県,池田町,池田町吉野一般廃棄物埋立処分地,63,山間,不燃ごみ・焼却残渣,50715,埋立中
香川県,三木町,三木町一般廃棄物最終処分場,60,山間,不燃ごみ・焼却残渣,46500,埋立中
香川県,牟礼町,牟礼町廃棄物処理場,100,山間,不燃ごみ・焼却残渣,5000,埋立終了
香川県,庵治町,庵治町一般廃棄物最終処分場,19,山間,不燃ごみ・焼却残渣,27317,埋立中
香川県,香川町,香川町一般廃棄物埋立処分地,81,山間,その他・直接搬入ごみ,44000,埋立中
香川県,直島町,直島町納言様埋立地,82,平地,不燃ごみ・直接搬入ごみ・焼却残渣,128064,埋立中
香川県,飯山町,飯山町不燃物埋立地,46,山間,不燃ごみ・破砕ごみ・中間処理残査,76000,埋立中
香川県,大野原町,大野原町一般廃棄物最終処分場,11,山間,その他・粗大ごみ,30000,埋立中
香川県,豊浜町,豊浜町大坪地区ごみ最終処分場,100,山間,不燃ごみ・その他・焼却残渣,10600,埋立終了
香川県,綾南環境衛生組合,綾南環境衛生組合一般廃棄物埋立処分場,100,山間,不燃ごみ・粗大ごみ・焼却残渣,63000,埋立中
香川県,大川町寒川町清掃組合,大川町寒川町清掃組合筒野埋立地,100,山間,不燃ごみ・焼却残渣,4800,埋立終了
香川県,三豊地区広域市町村圏振興事務組合,三豊地区広域市町村圏振興事務組合埋立処分地施設,58,山間,その他・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,156900,埋立中
香川県,中讃広域行政事務組合,中讃広域行政事務組合中讃地区広域行政圏不燃物に係る最終処分場,100,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,345000,埋立終了
香川県,中讃広域行政事務組合,中讃広域行政事務組合エコランド林ヶ谷,8,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,365000,埋立中
香川県,高松地区広域市町村圏振興事務組合,高松地区広域市町村圏振興事務組合南部広域清掃センター埋立処分地,78,山間,焼却残渣,472000,埋立中
香川県,高松地区広域市町村圏振興事務組合,高松地区広域市町村圏振興事務組合南部広域一般廃棄物塩江最終処分場,92,山間,不燃ごみ,93200,埋立中
愛媛県,松山市,松山市横谷廃棄物センター,87,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,824000,埋立中
愛媛県,松山市,松山市新一般廃棄物最終処分場,0,山間,不燃ごみ・直接搬入ごみ・焼却残渣,550000,埋立前
愛媛県,今治市,今治市一般廃棄物最終処分場,96,山間,その他・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,395170,埋立中
愛媛県,宇和島市,宇和島市環境センター,44,山間,不燃ごみ・破砕ごみ・中間処理残査,132000,埋立中
愛媛県,八幡浜市,八幡浜市大島不燃物処分場,48,海面,破砕ごみ・中間処理残査,347,埋立中
愛媛県,八幡浜市,八幡浜市諏訪崎一般廃棄物最終処分場,88,海面,破砕ごみ・中間処理残査,87300,埋立中
愛媛県,新居浜市,新居浜市平尾谷不燃物埋立所,100,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,491270,埋立終了
愛媛県,新居浜市,新居浜市最終処分場,53,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,335000,埋立中
愛媛県,西条市,西条市船屋不燃物捨場,79,山間,不燃ごみ,20545,埋立中
愛媛県,大洲市,大洲市不燃物埋立地,62,山間,破砕ごみ・中間処理残査,211300,埋立中
愛媛県,川之江市,川之江市東部臨海土地造成地,-3283,海面,その他・破砕ごみ・中間処理残査・焼却残渣,8900,埋立中
愛媛県,北条市,北条市一般廃棄物最終処分場,26,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,150000,埋立中
愛媛県,東予市,東予市一般廃棄物最終処分場,25,山間,直接搬入ごみ,70000,埋立中
愛媛県,小松町,小松町不燃物処分場,80,山間,不燃ごみ・直接搬入ごみ,22269,埋立中
愛媛県,丹原町,丹原町一般廃棄物最終処分場,14,山間,その他,16000,埋立中
愛媛県,波方町,波方町環境美化センター,13,山間,その他・粗大ごみ・焼却残渣,54000,埋立中
愛媛県,菊間町,菊間町衛生センター,84,山間,混合・可燃ごみ・不燃ごみ・資源・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,10000,埋立中
愛媛県,吉海町,吉海町不燃物処理場,100,山間,不燃ごみ,5800,埋立終了
愛媛県,伯方町,伯方町一般及び産業廃棄物最終処分場,62,平地,破砕ごみ・中間処理残査,107120,埋立中
愛媛県,弓削町,弓削町大谷不燃物処理場,100,山間,不燃ごみ,6400,埋立終了
愛媛県,弓削町,弓削町佐島不燃物処理場,44,山間,不燃ごみ,5000,埋立中
愛媛県,生名村,生名村一般廃棄物最終処分場,70,水面,不燃ごみ,5000,埋立中
愛媛県,岩城村,岩城村先田名後最終処分場,57,平地,不燃ごみ・その他,8000,埋立中
愛媛県,上浦町,上浦町不燃物最終処分場,98,山間,不燃ごみ,23907,埋立中
愛媛県,砥部町,砥部町千里埋立処分場,35,山間,不燃ごみ・直接搬入ごみ・焼却残渣,60000,埋立中
愛媛県,砥部町,砥部町大角蔵埋立処分場,76,山間,焼却残渣,15000,埋立中
愛媛県,保内町,保内町一般廃棄物最終処分場,25,山間,焼却残渣,11000,埋立中
愛媛県,伊方町,伊方町一般廃棄物最終処分場,21,山間,不燃ごみ・直接搬入ごみ・焼却残渣,28000,埋立中
愛媛県,伊方町,伊方町不燃物処理場,100,山間,不燃ごみ,30000,埋立終了
愛媛県,三崎町,三崎町不燃物処理場,37,山間,破砕ごみ・中間処理残査,950,埋立中
愛媛県,宇和町,宇和町下川処理場,100,山間,破砕ごみ・中間処理残査,7516,埋立中
愛媛県,野村町,野村町惣川不燃物捨場,86,山間,不燃ごみ,5600,埋立中
愛媛県,野村町,野村町不燃物処理場,66,山間,不燃ごみ・粗大ごみ,38000,埋立中
愛媛県,吉田町,吉田町蛇堀不燃物最終処分場,79,山間,不燃ごみ・破砕ごみ・中間処理残査,81000,埋立中
愛媛県,三間町,三間町是能不燃物処理場,84,山間,不燃ごみ,18550,埋立中
愛媛県,広見町,広見町清水不燃物処理場,73,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査,56000,埋立中
愛媛県,松野町,松野町一般廃棄物最終処分場,48,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,7000,埋立中
愛媛県,日吉村,日吉村父野川不燃物処理場,100,山間,不燃ごみ・粗大ごみ,3000,埋立終了
愛媛県,西海町,西海町最終処分場,92,山間,破砕ごみ・中間処理残査・焼却残渣,31000,埋立中
愛媛県,大島地区衛生事務組合,大島地区衛生事務組合一般廃棄物最終処分場,59,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,9716,埋立中
愛媛県,大島地区衛生事務組合,大島地区衛生事務組合一般廃棄物最終処分場,100,山間,不燃ごみ,50300,埋立前
愛媛県,大三島地区衛生事務組合,大三島地区衛生事務組合最終処分場,66,山間,焼却残渣,4428,埋立中
愛媛県,伊予地区ごみ処理施設管理組合,伊予地区ごみ処理施設管理組合伊予地区清掃センター,100,山間,焼却残渣,17603,埋立終了
愛媛県,南宇和衛生事務組合,南宇和衛生事務組合環境衛生センター最終処分場,5,山間,不燃ごみ・その他・破砕ごみ・中間処理残査・焼却残渣,55000,埋立中
高知県,高知市,高知市三里最終処分場,61,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,698000,埋立中
高知県,安芸市,安芸市一般廃棄物最終処分場,14,山間,不燃ごみ・資源・直接搬入ごみ・焼却残渣,130000,埋立中
高知県,土佐市,土佐市一般廃棄物最終処分場,25,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,122000,埋立中
高知県,須崎市,須崎市廃棄物埋立処分場,53,山間,不燃ごみ・焼却残渣,500000,埋立中
高知県,宿毛市,宿毛市環境管理センター,17,山間,不燃ごみ・資源・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,115000,埋立中
高知県,宿毛市,宿毛市母島不燃物処理場,76,山間,不燃ごみ,1700,埋立中
高知県,土佐清水市,土佐清水市不燃物処理センター,78,山間,不燃ごみ・資源・直接搬入ごみ・粗大ごみ・焼却残渣,92637,埋立中
高知県,奈半利町,奈半利町茄子谷廃棄物処分場,6,山間,不燃ごみ・直接搬入ごみ,20528,埋立中
高知県,田野町,田野町中野不燃物処理場,93,山間,不燃ごみ・その他・直接搬入ごみ,13000,埋立中
高知県,安田町,安田町不燃物埋立処分地,98,山間,不燃ごみ,90000,埋立中
高知県,北川村,北川村長山ゴミ処理場,99,山間,直接搬入ごみ,17550,埋立中
高知県,馬路村,馬路村処分場,12,山間,不燃ごみ・粗大ごみ・焼却残渣,32250,埋立中
高知県,芸西村,芸西村竹薮埋立処分地,98,平地,不燃ごみ・破砕ごみ・中間処理残査,2470,埋立中
高知県,芸西村,芸西村吉野,76,平地,その他・焼却残渣,1200,埋立中
高知県,土佐山田町,土佐山田町立ごみ処理場,72,山間,不燃ごみ・粗大ごみ,54000,埋立中
高知県,野市町,野市町西佐古不燃物処理場,91,平地,不燃ごみ,5320,埋立中
高知県,夜須町,夜須町西山処分場,96,山間,直接搬入ごみ,10000,埋立中
高知県,大豊町,大豊町灰捨場,97,平地,不燃ごみ・焼却残渣,1000,埋立中
高知県,土佐山村,土佐山村菖蒲処分場,100,山間,不燃ごみ・焼却残渣,250,埋立終了
高知県,大川村,大川村朝谷最終処分場,21,山間,その他,500,埋立中
高知県,本川村,本川村戸中処理場,100,山間,粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,4000,埋立中
高知県,伊野町,伊野町八田廃棄物処分場,72,平地,粗大ごみ,12500,埋立中
高知県,春野町,春野町一般廃棄物最終処分場,55,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,34000,埋立中
高知県,中土佐町,中土佐町七浦不燃物埋立処理場,84,山間,不燃ごみ・直接搬入ごみ・粗大ごみ,24000,埋立中
高知県,佐川町,佐川町大田川埋立地,100,山間,その他・直接搬入ごみ,12000,埋立終了
高知県,窪川町,窪川町天ノ川ガレキ捨場,73,山間,その他,10573,埋立中
高知県,大野見村,大野見村栂ノ川ごみ処理施設,88,山間,不燃ごみ・粗大ごみ,5600,埋立中
高知県,東津野村,東津野村平野粗大ゴミ処理場,8,山間,粗大ごみ,3000,埋立中
高知県,葉山村,葉山村最終処分場,94,平地,不燃ごみ・粗大ごみ,12000,埋立中
高知県,佐賀町,佐賀町清掃センター,100,山間,不燃ごみ・直接搬入ごみ・粗大ごみ・焼却残渣,23000,埋立中
高知県,大月町,大月町環境クリーンセンター,12,山間,不燃ごみ・資源・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,21000,埋立中
高知県,三原村,三原村宮ノ川大久保埋立処分場,89,山間,不燃ごみ,400,埋立中
高知県,高吾北広域町村事務組合,高吾北広域町村事務組合楠神最終処分地,100,山間,破砕ごみ・中間処理残査・焼却残渣,18000,埋立中
高知県,香南清掃組合,香南清掃組合神池暫定灰埋立処分場,100,山間,焼却残渣,7000,埋立終了
高知県,幡多中央環境施設組合,幡多中央環境施設組合上ノ土居最終処分場,100,平地,その他・焼却残渣,47500,埋立終了
高知県,芸東衛生組合,芸東衛生組合室津埋立地,37,山間,不燃ごみ・直接搬入ごみ,19800,埋立中
高知県,芸東衛生組合,芸東衛生組合生見埋立地,94,山間,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査,28000,埋立中
高知県,芸東衛生組合,芸東衛生組合中峯埋立地,88,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,97135,埋立中
高知県,嶺北広域行政事務組合,嶺北広域一般廃棄物最終処分場,0,山間,破砕ごみ・中間処理残査・焼却残渣,16000,埋立前
高知県,中芸広域連合,中芸広域連合丸山最終処分場,92,山間,不燃ごみ・破砕ごみ・中間処理残査・焼却残渣,11300,埋立中
福岡県,北九州市,北九州市響灘西地区廃棄物処分場,14,海面,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,7150000,埋立中
福岡県,北九州市,北九州市響灘廃棄物処分場,100,海面,不燃ごみ・直接搬入ごみ・破砕ごみ・中間処理残査・焼却残渣,10292000,埋立中
福岡県,福岡市,福岡市今津埋立場,100,平地,不燃ごみ・直接搬入ごみ・粗大ごみ・破砕ごみ・中間処理残査・焼却残渣,1740000,埋立終了
